      Source      Cruise     Index   Year   Yday MinDay MaxDay  Month     Lat     Lon  MinLat  MaxLat  MinLon  MaxLon Length    Nsamps  Avg_none  Min_none  Max_none   SD_none Avg_none  Min_none  Max_none   SD_none  Avg_draft Min_draft Max_draft  SD_draft
    USSUB-DG        1991   6190240   1991   84.0   84.0   84.0      3   85.10 -123.52   85.00   85.20 -125.10 -121.94     35     35535   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.70      0.00     11.96      2.08
    USSUB-DG        1991   6190241   1991   84.0   84.0   84.0      3   84.98 -131.22   84.80   85.20 -135.20 -127.24    106    106640   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.38      0.00     24.40      1.93
    USSUB-DG        1991   6190242   1991   84.0   84.0   84.0      3   84.77 -138.29   84.60   85.00 -139.50 -137.07     64     64080   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.10      0.00     17.80      2.07
    USSUB-DG        1991   6190243   1991   84.0   84.0   84.0      3   84.34 -139.83   84.00   84.60 -140.80 -138.86     77     77964   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.47      0.00     20.82      2.46
    USSUB-DG        1991   6190244   1991   84.0   84.0   84.0      3   83.71 -141.08   83.40   84.00 -141.60 -140.56     63     63583   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.17      0.00     20.37      2.22
    USSUB-DG        1991   6190245   1991   84.0   84.0   84.0      3   83.25 -142.11   83.10   83.40 -142.60 -141.62     41     41677   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.44      0.00     20.62      2.46
    USSUB-DG        1991   6190246   1991   84.0   84.0   84.0      3   82.75 -142.96   82.50   83.00 -143.30 -142.62     49     49748   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.41      0.00     21.50      2.36
    USSUB-DG        1991   6190247   1991   84.0   84.0   84.0      3   82.30 -143.56   82.10   82.50 -143.80 -143.31     49     49976   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.27      0.00     23.52      2.08
    USSUB-DG        1991   6190248   1991   95.0   95.0   95.0      4   79.95 -145.22   79.70   80.10 -145.40 -145.03     34     34990   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.02      0.00     31.79      2.37
    USSUB-DG        1991   6190249   1991   95.0   95.0   95.0      4   79.50 -145.21   79.30   79.70 -145.50 -144.91     49     49958   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.03      0.00     21.10      2.20
    USSUB-DG        1991   6190250   1991   95.0   95.0   95.0      4   79.01 -145.72   78.70   79.30 -145.90 -145.54     61     61745   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.56      0.00     21.94      2.55
    USSUB-DG        1991   6190251   1991   95.0   95.0   95.0      4   78.50 -146.05   78.30   78.70 -146.20 -145.91     49     49810   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.20      0.00     20.52      2.21
    USSUB-DG        1991   6190252   1991   95.0   95.0   95.0      4   78.05 -146.35   77.80   78.30 -146.50 -146.21     49     49819   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.32      0.00     22.66      2.42
    USSUB-DG        1991   6190253   1991   95.0   95.0   95.0      4   77.54 -146.63   77.20   77.80 -146.80 -146.46     54     54932   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.41      0.00     22.92      2.60
    USSUB-DG        1991   6190254   1991   95.0   95.0   95.0      4   76.95 -147.05   76.70   77.20 -147.30 -146.81     50     50069   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.83      0.00     18.52      1.95
    USSUB-DG        1991   6190255   1991   95.0   95.0   95.0      4   76.55 -147.35   76.40   76.70 -147.40 -147.30     35     35980   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.08      0.00     20.47      2.18
    USSUB-DG        1991   6190256   1991   95.0   95.0   95.0      4   76.20 -147.30   76.00   76.40 -147.40 -147.20     49     49743   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.24      0.00     21.59      2.18
    USSUB-DG        1991   6190257   1991   95.0   95.0   95.0      4   75.81 -147.02   75.70   76.00 -147.20 -146.84     38     38826   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.69      0.00     22.89      2.15
    USSUB-DG        1991   6190258   1991   95.0   95.0   95.0      4   75.41 -146.58   75.10   75.70 -146.70 -146.47     57     57644   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.73      0.00     21.37      2.26
    USSUB-DG        1991   6190259   1991   95.0   95.0   95.0      4   74.31 -146.15   74.00   74.60 -146.30 -146.01     71     71218   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.89      0.00     26.00      2.85
    USSUB-DG        1991   6190260   1991   95.0   95.0   95.0      4   73.90 -146.45   73.80   74.00 -146.90 -146.01     33     33891   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.17      0.00     18.86      2.39
    USSUB-DG        1991   6190261   1991  105.0  105.0  105.0      4   87.45  -27.38   87.20   87.70  -28.20  -26.55     49     49934   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.92      0.00     20.67      2.54
    USSUB-DG        1991   6190262   1991  115.0  105.0  115.0      4   87.85  -28.85   87.70   88.00  -29.80  -27.90     35     35869   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      4.06      0.00     20.69      2.47
    USSUB-DG        1991   6190263   1991  115.0  115.0  115.0      4   88.55   19.78   88.30   88.80   19.20   20.36     50     50348   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      4.43      0.00     22.40      2.59
    USSUB-DG        1991   6190264   1991   95.0  115.0   95.0      4   89.03   32.75   88.80   89.20   17.50   48.00     92     92351   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.92      0.00     33.74      2.48
    USSUB-DG        1991   6190265   1991   95.0  115.0   95.0      4   89.49   33.63   89.20   89.80    7.40   59.86    101    101375   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.91      0.00     30.69      2.47
    USSUB-DG        1991   6190266   1991   95.0  115.0   95.0      4   89.83   49.31   89.70   89.90    0.00   98.61     36     36764   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.55      0.00     31.61      2.59
    USSUB-DG        1991   6190267   1991  125.0  125.0  125.0      5   85.20   46.00   85.00   85.40   46.00   46.00     49     49952   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.55      0.00     19.02      2.26
    USSUB-DG        1991   6190268   1991  125.0  125.0  125.0      5   85.60   46.05   85.40   85.80   46.00   46.10     41     41510   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.81      0.00     24.95      2.45
    USSUB-DG        1991   6190269   1991  125.0  125.0  125.0      5   86.18   46.56   85.90   86.50   46.40   46.72     71     71892   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.49      0.00     20.50      2.02
    USSUB-DG        1991   6190270   1991  125.0  125.0  125.0      5   86.75   46.79   86.50   87.00   46.70   46.88     49     49814   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.43      0.00     27.40      1.91
    USSUB-DG        1991   6190271   1991  125.0  125.0  125.0      5   87.20   46.99   87.00   87.40   46.90   47.09     49     49950   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.83      0.00     26.54      2.59
    USSUB-DG        1991   6190272   1991  125.0  125.0  125.0      5   87.65   47.19   87.40   87.90   47.10   47.28     49     49945   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.40      0.00     18.79      1.78
    USSUB-DG        1991   6190273   1991  125.0  125.0  125.0      5   88.10   47.48   87.90   88.30   47.30   47.66     49     49742   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.32      0.00     21.82      2.22
    USSUB-DG        1991   6190274   1991  125.0  125.0  125.0      5   88.55   47.87   88.30   88.80   47.70   48.03     50     50221   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.96      0.00     30.53      2.54
    USSUB-DG        1991   6190275   1991  125.0  125.0  125.0      5   89.15 -170.10   88.90   89.40 -170.10 -170.10     49     49432   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.89      0.00     11.93      2.20
    USSUB-DG        1991   6190276   1991  125.0  125.0  125.0      5   88.35 -170.30   88.10   88.60 -170.30 -170.30     49     49506   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.68      0.00     14.50      1.96
    USSUB-DG        1991   6190277   1991  125.0  125.0  125.0      5   87.48 -170.32   87.20   87.80 -171.00 -169.64     55     55078   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.46      0.00     25.49      2.43
    USSUB-DG        1991   6190278   1991  125.0  125.0  125.0      5   86.76 -170.13   86.50   87.10 -170.20 -170.07     38     38008   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.39      0.00     19.35      1.97
    USSUB-DG        1991   6190279   1991  125.0  125.0  125.0      5   84.85 -170.36   84.60   85.10 -170.50 -170.21     49     49955   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.22      0.00     22.42      2.00
    USSUB-DG        1991   6190280   1991  125.0  125.0  125.0      5   84.40 -170.66   84.20   84.60 -170.80 -170.51     49     49952   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.12      0.00     23.54      1.96
    USSUB-DG        1991   6190281   1991  125.0  125.0  125.0      5   84.00 -170.96   83.80   84.20 -171.10 -170.81     45     45791   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.38      0.00     21.98      2.28
    USSUB-DG        1991   6190282   1991  125.0  125.0  125.0      5   83.35 -171.30   83.10   83.60 -171.40 -171.21     49     49851   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.60      0.00     23.80      2.52
    USSUB-DG        1991   6190283   1991  125.0  125.0  125.0      5   82.90 -171.55   82.70   83.10 -171.70 -171.41     49     49931   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.28      0.00     20.01      2.28
    USSUB-DG        1991   6190284   1991  125.0  125.0  125.0      5   82.49 -171.73   82.10   82.70 -171.80 -171.65     38     38676   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.33      0.00     27.51      2.26
    USSUB-DG        1991   6190285   1991  125.0  125.0  125.0      5   81.85 -171.90   81.60   82.10 -172.20 -171.60     61     61820   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.95      0.00     20.43      2.26
    USSUB-DG        1991   6190286   1991  125.0  125.0  125.0      5   81.28 -172.33   81.00   81.60 -172.40 -172.27     61     61103   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.90      0.00     20.37      2.03
    USSUB-DG        1991   6190287   1991  125.0  125.0  125.0      5   80.80 -172.47   80.70   80.90 -172.50 -172.44     29     29486   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.91      0.00     21.23      2.17
    USSUB-DG        1991   6190288   1991  125.0  125.0  125.0      5   79.98 -172.60   79.80   80.20 -172.60 -172.60     26     26975   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.07      0.00     14.44      2.13
    USSUB-DG        1991   6190289   1991  125.0  125.0  125.0      5   79.25 -172.75   79.10   79.40 -172.80 -172.70     31     31624   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.65      0.00     17.03      1.84
    USSUB-DG        1991   6190290   1991  135.0  135.0  135.0      5   78.79 -172.86   78.50   79.10 -172.90 -172.82     59     59333   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.73      0.00     28.40      2.12
    USSUB-DG        1991   6190291   1991  135.0  135.0  135.0      5   78.17 -172.96   78.00   78.40 -173.00 -172.92     51     51611   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.88      0.00     21.61      2.18
    USSUB-DG        1991   6190292   1991  135.0  135.0  135.0      5   77.65 -173.25   77.40   77.90 -173.40 -173.11     49     49559   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.38      0.00     18.63      1.67
    USSUB-DG        1991   6190293   1991  135.0  135.0  135.0      5   77.20 -173.55   77.00   77.40 -173.70 -173.41     49     49947   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.78      0.00     19.91      2.03
    USSUB-DG        1991   6190294   1991  135.0  135.0  135.0      5   76.80 -173.80   76.60   77.00 -173.90 -173.70     49     49912   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.01      0.00     23.56      2.22
    USSUB-DG        1991   6190295   1991  135.0  135.0  135.0      5   76.28 -174.09   76.00   76.60 -174.30 -173.88     64     64708   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.86      0.00     23.50      2.08
    USSUB-DG        1991   6190296   1991  135.0  135.0  135.0      5   75.62 -174.44   75.30   75.90 -174.60 -174.28     67     67159   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.63      0.00     29.25      2.03
    USSUB-DG       1992a   6200297   1992  126.0  126.0  126.0      5   86.08   54.12   86.00   86.20   53.70   54.55     26     26959   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.54      0.00     22.97      2.75
    USSUB-DG       1992a   6200298   1992  126.0  126.0  126.0      5   89.86   47.32   89.70   90.00   38.50   56.14     34     34971   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.15      0.00     15.05      1.90
    USSUB-DG       1992a   6200299   1992  126.0  126.0  126.0      5   88.70    0.73   88.50   89.00    0.30    1.16     32     32303   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.98      0.07     17.69      2.13
    USSUB-DG       1992a   6200300   1992  126.0  126.0  126.0      5   88.26    0.32   88.00   88.50    0.10    0.53     56     56553   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.68      0.04     31.10      2.39
    USSUB-DG       1992a   6200301   1992  126.0  126.0  126.0      5   87.10   -2.19   86.90   87.30   -2.80   -1.59     49     49819   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.79      0.00     18.48      2.21
    USSUB-DG       1992a   6200302   1992  126.0  126.0  126.0      5   86.60   -3.11   86.30   86.90   -3.50   -2.72     59     59055   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.89      0.00     27.47      2.49
    USSUB-DG       1992b   6210303   1992  238.0  238.0  238.0      8   78.42 -175.84   78.20   78.70 -175.90 -175.79     49     49762   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      1.24      0.00      9.02      1.03
    USSUB-DG       1992b   6210304   1992  238.0  238.0  238.0      8   80.55 -176.47   80.40   80.80 -176.50 -176.43     26     26541   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      1.73      0.00     17.17      1.47
    USSUB-DG       1992b   6210305   1992  249.0  249.0  249.0      9   84.77  110.38   84.70   84.80  107.00  113.75     68     68273   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.88      0.00     12.01      1.64
    USSUB-DG       1992b   6210306   1992  249.0  249.0  249.0      9   84.81  104.25   84.80   84.80  101.80  106.70     49     49902   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.00      0.00     12.03      2.04
    USSUB-DG       1992b   6210307   1992  249.0  249.0  249.0      9   84.89   98.86   84.80   85.20   96.80  100.92     67     67110   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.03      0.00     12.54      1.94
    USSUB-DG       1992b   6210308   1992  249.0  249.0  249.0      9   84.83   94.92   84.70   85.10   93.20   96.64     90     90968   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.87      0.00     15.07      1.96
    USSUB-DG       1992b   6210309   1992  249.0  249.0  249.0      9   85.50  104.35   85.40   85.60  102.00  106.69     49     49903   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.75      0.11     11.83      1.91
    USSUB-DG       1992b   6210310   1992  249.0  249.0  249.0      9   85.75  109.40   85.60   85.90  106.80  112.01     49     49972   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.58      0.13     10.77      1.47
    USSUB-DG       1992b   6210311   1992  249.0  249.0  249.0      9   86.04  116.90   85.90   86.30  112.20  121.60     84     84362   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.74      0.00     20.05      2.05
    USSUB-DG       1992b   6210312   1992  249.0  249.0  249.0      9   86.61  121.20   86.40   86.80  121.20  121.20     37     37696   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.44      0.00     16.16      1.58
    USSUB-DG       1992b   6210313   1992  249.0  249.0  249.0      9   87.83  121.58   87.60   88.10  121.50  121.66     53     53710   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.06      0.00     11.44      1.53
    USSUB-DG       1992b   6210314   1992  249.0  249.0  249.0      9   88.35  121.59   88.10   88.60  121.50  121.69     60     60653   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.02      0.00     12.44      1.47
    USSUB-DG       1992b   6210315   1992  249.0  249.0  249.0      9   88.85  120.98   88.60   89.10  120.80  121.17     49     49778   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.89      0.00     11.70      2.03
    USSUB-DG       1992b   6210316   1992  249.0  249.0  249.0      9   89.30  120.51   89.10   89.50  120.00  121.03     49     49379   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.17      0.00     17.51      1.89
    USSUB-DG       1992b   6210317   1992  249.0  249.0  249.0      9   89.75  119.64   89.60   89.90  114.60  124.68     37     37590   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.74      0.00     11.76      1.30
    USSUB-DG       1992b   6210318   1992  249.0  249.0  249.0      9   87.66  -64.40   87.50   87.80  -64.40  -64.40     25     25048   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.47      0.00     11.94      2.06
    USSUB-DG       1992b   6210319   1992  249.0  249.0  249.0      9   87.10  -64.45   86.90   87.30  -64.50  -64.39     49     49856   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      4.22      0.00     12.35      2.54
    USSUB-DG       1992g   6220320   1992  106.0  106.0  106.0      4   83.20  149.80   83.00   83.40  149.80  149.80     50     50020   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.07      0.00     23.60      2.31
    USSUB-DG       1992g   6220321   1992  106.0  106.0  106.0      4   83.85  149.80   83.60   84.10  149.80  149.80     33     33594   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.20      0.00     19.40      2.30
    USSUB-DG       1992g   6220322   1992  106.0  106.0  106.0      4   84.40  149.80   84.20   84.60  149.80  149.80     50     50017   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.58      0.00     24.61      3.01
    USSUB-DG       1992g   6220323   1992  106.0  106.0  106.0      4   84.85  149.80   84.60   85.10  149.80  149.80     50     50012   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.02      0.00     23.83      2.28
    USSUB-DG       1992g   6220324   1992  106.0  106.0  106.0      4   85.30  149.80   85.10   85.50  149.80  149.80     50     50000   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.28      0.00     40.58      2.47
    USSUB-DG       1992g   6220325   1992  106.0  106.0  106.0      4   85.65  149.85   85.50   85.80  149.80  149.90     29     29902   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      5.30      0.00     44.95      4.30
    USSUB-DG       1992g   6220326   1992  106.0  106.0  106.0      4   86.05  149.90   85.80   86.30  149.90  149.90     49     49983   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.90      0.00     25.40      3.18
    USSUB-DG       1992L   6230327   1992  106.0  106.0  106.0      4   74.00 -149.80   73.80   74.20 -149.80 -149.80     43     43097   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.71      0.00     21.54      2.02
    USSUB-DG       1992L   6230328   1992  106.0  106.0  106.0      4   74.47 -149.75   74.20   74.70 -149.80 -149.70     53     53447   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.42      0.00     18.54      2.21
    USSUB-DG       1992L   6230329   1992  106.0  106.0  106.0      4   75.08 -149.78   74.90   75.20 -149.80 -149.76     31     31015   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.46      0.00     31.12      2.41
    USSUB-DG       1992L   6230330   1992  106.0  106.0  106.0      4   75.50 -149.80   75.30   75.70 -149.80 -149.80     49     49974   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.23      0.00     14.90      1.59
    USSUB-DG       1992L   6230331   1992  106.0  106.0  106.0      4   75.95 -149.75   75.70   76.20 -149.80 -149.70     49     49985   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.36      0.00     17.13      1.80
    USSUB-DG       1992L   6230332   1992  106.0  106.0  106.0      4   76.49 -149.70   76.20   76.80 -149.70 -149.70     71     71739   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.69      0.00     23.52      2.01
    USSUB-DG       1992L   6230333   1992  106.0  106.0  106.0      4   77.08 -149.70   76.80   77.30 -149.70 -149.70     46     46259   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.99      0.00     28.11      2.59
    USSUB-DG       1992L   6230334   1992  106.0  106.0  106.0      4   77.54 -149.72   77.30   77.80 -149.80 -149.64     56     56808   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.01      0.00     22.14      2.35
    USSUB-DG       1992L   6230335   1992  106.0  106.0  106.0      4   78.12 -149.73   77.90   78.40 -149.80 -149.65     49     49698   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.05      0.00     34.53      2.53
    USSUB-DG       1992L   6230336   1992  106.0  106.0  106.0      4   78.90 -149.75   78.70   79.10 -149.80 -149.70     49     49999   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.81      0.00     21.92      2.06
    USSUB-DG       1992L   6230337   1992  106.0  106.0  106.0      4   79.43 -149.70   79.10   79.70 -149.70 -149.70     67     67125   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.37      0.00     27.53      2.54
    USSUB-DG       1992L   6230338   1992  106.0  106.0  106.0      4   80.06 -149.76   79.80   80.30 -149.90 -149.63     55     55290   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.54      0.00     24.87      2.92
    USSUB-DG       1992L   6230339   1992  106.0  106.0  106.0      4   80.50 -149.75   80.30   80.70 -149.80 -149.70     46     46639   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.27      0.00     20.54      2.26
    USSUB-DG       1992L   6230340   1992  106.0  106.0  106.0      4   81.00 -149.75   80.80   81.20 -149.80 -149.70     49     49999   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.25      0.00     27.86      2.63
    USSUB-DG       1992L   6230341   1992  106.0  106.0  106.0      4   81.45 -149.80   81.20   81.70 -149.80 -149.80     50     50003   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.55      0.00     26.01      2.59
    USSUB-DG       1992L   6230342   1992  106.0  106.0  106.0      4   81.88 -149.81   81.70   82.10 -149.90 -149.71     33     33958   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.66      0.00     21.59      2.42
    USSUB-DG       1992L   6230343   1992  106.0  106.0  106.0      4   82.34 -149.86   82.00   82.60 -149.90 -149.83     70     70511   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.16      0.00     20.17      2.35
    USSUB-DG       1992L   6230344   1992  106.0  106.0  106.0      4   82.75 -149.85   82.60   82.90 -149.90 -149.80     33     33635   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      2.87      0.00     56.05      2.35
    USSUB-DG       1992L   6230345   1992  106.0  106.0  106.0      4   83.23 -149.80   83.00   83.50 -149.80 -149.80     57     57659   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.09      0.00     48.57      2.47
    USSUB-DG       1992L   6230346   1992  106.0  106.0  106.0      4   83.86 -149.80   83.60   84.10 -149.80 -149.80     48     48419   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.28      0.00     49.01      2.51
    USSUB-DG       1992L   6230347   1992  106.0  106.0  106.0      4   84.40 -149.80   84.20   84.60 -149.80 -149.80     50     50017   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.64      0.00     62.02      3.30
    USSUB-DG       1992L   6230348   1992  106.0  106.0  106.0      4   84.85 -149.80   84.60   85.10 -149.80 -149.80     50     50012   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.08      0.00     58.65      2.68
    USSUB-DG       1992L   6230349   1992  106.0  106.0  106.0      4   85.30 -149.80   85.10   85.50 -149.80 -149.80     50     50000   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.35      0.00     61.01      2.87
    USSUB-DG       1992L   6230350   1992  106.0  106.0  106.0      4   85.65 -149.85   85.50   85.80 -149.90 -149.80     29     29902   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      5.33      0.00     52.14      4.40
    USSUB-DG       1992L   6230351   1992  106.0  106.0  106.0      4   86.05 -149.90   85.80   86.30 -149.90 -149.90     49     49983   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.93      0.00     62.48      3.30
    USSUB-DG       1992L   6230352   1992  106.0  106.0  106.0      4   86.50 -149.95   86.30   86.70 -150.00 -149.89     50     50016   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.53      0.00     27.59      3.00
    USSUB-DG       1992L   6230353   1992  106.0  106.0  106.0      4   86.97 -149.85   86.70   87.20 -150.00 -149.70     55     55338   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.72      0.00     25.43      3.22
    USSUB-DG       1992L   6230354   1992  106.0  106.0  106.0      4   87.59 -149.81   87.30   87.90 -149.90 -149.72     68     68524   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00   -999.00      3.63      0.00     30.38      2.83
