      Source      Cruise     Index   Year   Yday MinDay MaxDay  Month     Lat     Lon  MinLat  MaxLat  MinLon  MaxLon Length    Nsamps  Avg_none  Min_none  Max_none   SD_none Avg_depth Min_depth Max_depth  SD_depth Avg_draft Min_draft Max_draft  SD_draft
    USSUB-AN       2000a   5330678   2000  289.0  289.0  289.0     10   85.86   71.16   85.80   85.90   67.70   74.62     49     11486   -999.00   -999.00   -999.00   -999.00    183.00    183.00    183.00   -999.00      1.56     -0.38     14.51      1.08
    USSUB-AN       2000a   5330679   2000  289.0  289.0  289.0     10   85.76   64.41   85.70   85.80   61.20   67.62     49     11507   -999.00   -999.00   -999.00   -999.00    183.00    183.00    183.00   -999.00      1.69     -0.42     18.00      1.67
    USSUB-AN       2000a   5330680   2000  289.0  289.0  289.0     10   85.56   57.58   85.40   85.70   54.20   60.96     49     11515   -999.00   -999.00   -999.00   -999.00    183.00    183.00    183.00   -999.00      1.74     -0.27     12.54      1.35
    USSUB-AN       2000a   5330681   2000  289.0  289.0  289.0     10   85.33   50.17   85.20   85.50   46.80   53.54     60     17015   -999.00   -999.00   -999.00   -999.00    162.00    134.00    183.00   -999.00      1.43     -0.34     12.72      1.31
    USSUB-AN       2000a   5330682   2000  289.0  289.0  289.0     10   85.65   61.80   85.20   85.90   50.80   72.79    184     42442   -999.00   -999.00   -999.00   -999.00    183.00    183.00    183.00   -999.00      1.67     -0.42     18.00      1.37
    USSUB-AN       2000a   5330683   2000  289.0  289.0  289.0     10   85.10   48.41   85.00   85.20   46.70   50.13     38      8747   -999.00   -999.00   -999.00   -999.00    183.00    183.00    183.00   -999.00      1.50     -0.30     15.92      1.15
    USSUB-AN       2000a   5330684   2000  289.0  289.0  289.0     10   86.02   50.29   85.80   86.20   48.40   52.19     41     14423   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.64     -0.46     12.09      1.43
    USSUB-AN       2000a   5330685   2000  289.0  289.0  289.0     10   86.87   56.90   86.70   87.10   55.40   58.41     36     12387   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.72     -0.46     12.87      1.27
    USSUB-AN       2000a   5330686   2000  289.0  289.0  289.0     10   88.41   98.52   88.30   88.50   91.20  105.84     43     15165   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.40     -0.42     15.01      1.17
    USSUB-AN       2000a   5330687   2000  289.0  289.0  289.0     10   88.51  119.77   88.50   88.50  107.80  131.74     64     22261   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.75     -0.43     14.56      1.42
    USSUB-AN       2000a   5330688   2000  289.0  289.0  289.0     10   88.33  144.07   88.20   88.50  133.90  154.25     47     16302   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.15     -0.50     17.25      2.02
    USSUB-AN       2000a   5330689   2000  289.0  289.0  289.0     10   88.01  160.74   87.80   88.20  155.40  166.09     32     11270   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.05     -0.47     18.01      1.55
    USSUB-AN       2000a   5330690   2000  289.0  289.0  289.0     10   85.72 -171.04   85.40   86.00 -172.50 -169.59     64     22280   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.62     -0.27     16.15      1.48
    USSUB-AN       2000a   5330691   2000  289.0  289.0  289.0     10   85.09 -168.49   84.80   85.40 -169.50 -167.48     64     22170   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.34     -0.12     13.04      1.29
    USSUB-AN       2000a   5330692   2000  289.0  289.0  289.0     10   84.39 -166.34   84.10   84.70 -167.10 -165.58     62     21661   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.16     -0.12     12.06      1.15
    USSUB-AN       2000a   5330693   2000  289.0  289.0  289.0     10   83.81 -164.78   83.50   84.10 -165.50 -164.05     68     23826   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.15     -0.39     14.17      1.41
    USSUB-AN       2000a   5330694   2000  289.0  289.0  289.0     10   83.07 -163.30   82.80   83.40 -163.90 -162.71     62     21716   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.83     -0.31     15.93      1.32
    USSUB-AN       2000a   5330695   2000  289.0  289.0  289.0     10   82.60 -162.44   82.40   82.80 -162.70 -162.19     36     12752   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.96     -0.23     12.09      1.26
    USSUB-AN       2000a   5330696   2000  289.0  289.0  289.0     10   82.15 -161.95   82.00   82.30 -162.20 -161.69     42     14538   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.85     -0.35      9.68      1.27
    USSUB-AN       2000a   5330697   2000  289.0  289.0  289.0     10   81.80 -161.40   81.60   82.00 -161.60 -161.19     43     14881   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.09     -0.28     12.77      1.51
    USSUB-AN       2000a   5330698   2000  289.0  289.0  289.0     10   81.40 -161.00   81.20   81.60 -161.20 -160.79     41     14423   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.15     -0.20     15.83      1.55
    USSUB-AN       2000a   5330699   2000  299.0  289.0  299.0     10   79.37 -159.19   79.10   79.70 -159.40 -158.99     69     24095   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.45     -0.50     12.51      1.30
    USSUB-AN       2000a   5330700   2000  299.0  299.0  299.0     10   78.78 -158.76   78.40   79.00 -158.90 -158.63     60     21019   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.28     -0.35      9.87      1.13
    USSUB-AN       2000a   5330701   2000  299.0  299.0  299.0     10   78.01 -158.30   77.80   78.30 -158.50 -158.09     75     26129   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.94     -0.31      9.43      0.98
    USSUB-AN       2000a   5330702   2000  299.0  299.0  299.0     10   76.62 -157.52   76.40   76.90 -157.60 -157.44     46     16200   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.18     -0.47     15.11      1.70
    USSUB-AN       2000a   5330703   2000  299.0  299.0  299.0     10   76.06 -157.19   75.80   76.30 -157.30 -157.09     58     20337   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.23     -0.27     11.57      1.45
    USSUB-AN       2000a   5330704   2000  299.0  299.0  299.0     10   75.45 -156.97   75.20   75.80 -157.10 -156.85     66     22982   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.77     -0.47      9.06      1.09
    USSUB-AN       2000a   5330705   2000  299.0  299.0  299.0     10   74.95 -156.85   74.80   75.10 -156.90 -156.80     41     14421   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.44     -0.35      6.03      0.48
    USSUB-AN       2000a   5330706   2000  299.0  299.0  299.0     10   74.05 -156.65   73.90   74.20 -156.70 -156.60     37     12816   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.45     -0.20      6.86      0.52
    USSUB-AN       2000a   5330707   2000  299.0  299.0  299.0     10   73.35 -156.45   73.20   73.50 -156.50 -156.40     35     12234   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.20     -0.39      2.94      0.31
    USSUB-AN       2000a   5330708   2000  299.0  299.0  299.0     10   72.95 -156.30   72.80   73.10 -156.30 -156.30     41     14349   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.35     -0.39      6.86      0.45
    USSUB-AN       2000a   5330709   2000  299.0  299.0  299.0     10   72.55 -156.20   72.30   72.80 -156.20 -156.20     42     14745   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.20     -0.35      5.96      0.41
    USSUB-AN       2000a   5330710   2000  299.0  299.0  299.0     10   73.45 -159.59   73.30   73.60 -160.60 -158.58    141     48890   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.41     -0.39     12.51      0.68
    USSUB-AN       2000a   5330711   2000  299.0  299.0  299.0     10   73.75 -161.70   73.70   73.80 -162.50 -160.90     50     17312   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.50     -0.35     14.11      0.93
    USSUB-AN       2000a   5330712   2000  299.0  299.0  299.0     10   73.90 -163.25   73.80   74.00 -164.00 -162.49     49     17308   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.45     -0.35     14.48      0.90
    USSUB-AN       2000a   5330713   2000  299.0  299.0  299.0     10   74.10 -164.79   74.00   74.20 -165.60 -163.99     49     17306   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.40     -0.35     11.42      0.73
    USSUB-AN       2000a   5330714   2000  299.0  299.0  299.0     10   74.20 -166.35   74.20   74.20 -167.10 -165.60     49     17274   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.54     -0.39     12.99      1.01
    USSUB-AN       2000a   5330715   2000  299.0  299.0  299.0     10   74.33 -168.10   74.20   74.40 -169.10 -167.09     66     23085   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.69     -0.35     13.94      1.24
    USSUB-AN       2000a   5330716   2000  299.0  299.0  299.0     10   74.09 -164.91   73.70   74.40 -169.10 -160.72    266     92285   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.53     -0.39     14.48      1.00
    USSUB-AN       2000a   5330717   2000  299.0  299.0  299.0     10   75.70 -172.15   75.70   75.70 -173.10 -171.20     49     17315   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.34     -0.43      7.33      0.69
    USSUB-AN       2000a   5330718   2000  299.0  299.0  299.0     10   75.69 -174.35   75.40   75.80 -175.60 -173.10     61     21328   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.33     -0.46     14.54      0.62
    USSUB-AN       2000a   5330719   2000  299.0  299.0  299.0     10   75.62 -176.10   75.40   75.80 -177.10 -175.11    138     47778   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.65     -0.88     14.54      0.91
    USSUB-AN       2000a   5330720   2000  299.0  299.0  299.0     10   75.76 -173.59   75.70   75.80 -176.00 -171.18    126     43711   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.42     -0.46     14.25      0.77
    USSUB-AN       2000a   5330721   2000  299.0  299.0  299.0     10   75.80 -178.10   75.70   75.90 -179.20 -177.00     51     18363   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.87     -0.43     13.33      1.04
    USSUB-AN       2000a   5330722   2000  299.0  299.0  299.0     10   76.00 -179.80   75.90   76.10  179.60 -539.19     49     17221   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.40     -1.10     13.42      1.47
    USSUB-AN       2000a   5330723   2000  299.0  299.0  299.0     10   75.90 -178.78   75.70   76.10  179.60 -537.16     89     30818   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.18     -1.10     13.42      1.33
    USSUB-AN       2005a   5340724   2005  186.0  186.0  186.0      7   87.75 -175.79   87.20   88.30 -175.90 -175.67    124     35177   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      3.19      0.00     20.32      2.41
    USSUB-AN       2005a   5340725   2005  186.0  186.0  186.0      7   88.05 -175.71   87.80   88.30 -175.80 -175.63     49     14064   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      3.23      0.00     18.95      2.41
    USSUB-AN       2005a   5340726   2005  186.0  186.0  186.0      7   87.50 -175.82   87.20   87.80 -175.90 -175.74     74     21113   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      3.16      0.00     20.32      2.41
    USSUB-AN       2005a   5340727   2005  186.0  186.0  186.0      7   86.40 -175.80   86.20   86.60 -175.80 -175.80     35     10101   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      3.69      0.00     17.10      2.39
    USSUB-AN       2005a   5340728   2005  186.0  186.0  186.0      7   85.30 -175.92   84.40   86.20 -176.00 -175.84    191     51828   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      3.24      0.00     28.38      2.13
    USSUB-AN       2005a   5340729   2005  186.0  186.0  186.0      7   86.00 -175.85   85.80   86.20 -175.90 -175.81     49     13876   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      3.40      0.00     16.18      2.09
    USSUB-AN       2005a   5340730   2005  186.0  186.0  186.0      7   85.50 -175.95   85.20   85.80 -176.00 -175.91     49     12513   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      3.40      0.00     28.38      2.64
    USSUB-AN       2005a   5340731   2005  186.0  186.0  186.0      7   85.00 -176.00   84.80   85.20 -176.00 -176.00     49     14147   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      3.03      0.00     17.17      1.77
    USSUB-AN       2005a   5340732   2005  186.0  186.0  186.0      7   84.51 -176.02   84.20   84.80 -176.10 -175.95     53     18104   -999.00   -999.00   -999.00   -999.00    186.00    107.00    210.00   -999.00      3.16      0.00     23.79      2.13
    USSUB-AN       2005a   5340733   2005  186.0  186.0  186.0      7   83.65 -176.10   83.20   84.10 -176.10 -176.10     94     26485   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      2.62      0.00     20.76      1.78
    USSUB-AN       2005a   5340734   2005  186.0  186.0  186.0      7   83.85 -176.10   83.60   84.10 -176.10 -176.10     49     14003   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      2.53      0.00     14.70      1.67
    USSUB-AN       2005a   5340735   2005  186.0  186.0  186.0      7   83.40 -176.10   83.20   83.60 -176.10 -176.10     44     12482   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      2.72      0.00     20.76      1.89
    USSUB-AN       2005a   5340736   2005  186.0  186.0  186.0      7   82.42 -176.10   82.10   82.70 -176.10 -176.10     76     20978   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      2.62      0.00     19.14      1.63
    USSUB-AN       2005a   5340737   2005  186.0  186.0  186.0      7   81.65 -176.10   81.20   82.10 -176.10 -176.10    106     29917   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      2.70      0.00     20.29      1.82
    USSUB-AN       2005a   5340738   2005  186.0  186.0  186.0      7   81.90 -176.10   81.70   82.10 -176.10 -176.10     49     14081   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      2.71      0.00     15.52      1.83
    USSUB-AN       2005a   5340739   2005  186.0  186.0  186.0      7   81.42 -176.10   81.20   81.70 -176.10 -176.10     56     15836   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      2.70      0.00     20.29      1.82
    USSUB-AN       2005a   5340740   2005  186.0  186.0  186.0      7   80.65 -176.10   80.30   81.00 -176.10 -176.10     73     20672   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      2.87      0.00     20.50      1.90
    USSUB-AN       2005a   5340741   2005  186.0  186.0  186.0      7   80.75 -176.10   80.50   81.00 -176.10 -176.10     49     14144   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      2.87      0.10     18.57      1.87
    USSUB-AN       2005a   5340742   2005  186.0  186.0  186.0      7   79.60 -176.10   79.00   80.20 -176.10 -176.10    132     37332   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      2.52      0.03     18.89      1.76
    USSUB-AN       2005a   5340743   2005  186.0  186.0  186.0      7   80.00 -176.05   79.80   80.20 -176.10 -176.00     49     14038   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      2.56      0.33     18.89      1.79
    USSUB-AN       2005a   5340744   2005  186.0  186.0  186.0      7   79.50 -176.05   79.20   79.80 -176.10 -176.00     49     13997   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      2.47      0.07     14.27      1.65
    USSUB-AN       2005a   5340745   2005  186.0  186.0  186.0      7   79.10 -176.10   79.00   79.20 -176.10 -176.10     33      9297   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      2.52      0.03     17.38      1.87
    USSUB-AN       2005a   5340746   2005  186.0  186.0  186.0      7   77.98 -176.10   77.70   78.30 -176.10 -176.10    144     40130   -999.00   -999.00   -999.00   -999.00    210.00    210.00    210.00   -999.00      2.04      0.00     20.60      1.34
    USSUB-AN       2005e   5350747   2005  317.0  316.0  317.0     11   72.70 -156.55   72.40   72.90 -157.40 -155.70     89     42907   -999.00   -999.00   -999.00   -999.00    128.00    107.00    135.00   -999.00      0.91      0.00     15.99      1.26
    USSUB-AN       2005e   5350748   2005  317.0  317.0  317.0     11   73.28 -156.20   73.00   73.60 -156.20 -156.20     73     33649   -999.00   -999.00   -999.00   -999.00    134.00    134.00    135.00   -999.00      1.52      0.00     15.54      2.04
    USSUB-AN       2005e   5350749   2005  317.0  317.0  317.0     11   73.97 -156.35   73.70   74.30 -156.50 -156.20     75     35130   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.21      0.00     18.52      1.52
    USSUB-AN       2005e   5350750   2005  317.0  317.0  317.0     11   74.60 -156.55   74.40   74.80 -156.60 -156.50     43     20198   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.39      0.00     10.54      1.21
    USSUB-AN       2005e   5350751   2005  318.0  318.0  318.0     11   76.06 -156.95   75.80   76.30 -157.10 -156.79    145     67256   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.31      0.00     15.19      0.99
    USSUB-AN       2005e   5350752   2005  318.0  318.0  318.0     11   76.74 -157.20   76.40   77.00 -157.30 -157.09     65     29826   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.07      0.03     12.05      0.90
    USSUB-AN       2005e   5350753   2005  318.0  318.0  318.0     11   77.50 -157.49   77.20   77.80 -157.60 -157.38     62     29234   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      0.86      0.00      8.90      0.87
    USSUB-AN       2005e   5350754   2005  318.0  318.0  318.0     11   78.10 -157.71   77.80   78.40 -157.80 -157.61     72     33543   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.17      0.17     10.70      0.99
    USSUB-AN       2005e   5350755   2005  318.0  318.0  318.0     11   78.72 -157.90   78.40   79.00 -158.00 -157.80     65     30918   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.31      0.00     12.34      1.12
    USSUB-AN       2005e   5350756   2005  319.0  319.0  319.0     11   79.40 -158.37   79.10   79.70 -158.50 -158.25     76     30979   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.53      0.00     11.50      1.19
    USSUB-AN       2005e   5350757   2005  319.0  319.0  319.0     11   80.04 -158.77   79.80   80.30 -158.90 -158.65     67     31583   -999.00   -999.00   -999.00   -999.00    134.00    134.00    135.00   -999.00      1.43      0.00     10.50      1.19
    USSUB-AN       2005e   5350758   2005  319.0  319.0  319.0     11   80.60 -159.05   80.40   80.80 -159.20 -158.89     46     21459   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.83      0.03     13.57      1.47
    USSUB-AN       2005e   5350759   2005  319.0  319.0  319.0     11   81.08 -159.50   80.80   81.30 -159.80 -159.21     60     28180   -999.00   -999.00   -999.00   -999.00    133.00    133.00    134.00   -999.00      1.54      0.07     11.21      1.27
    USSUB-AN       2005e   5350760   2005  319.0  319.0  319.0     11   81.70 -160.01   81.40   81.90 -160.20 -159.83     57     27572   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.51      0.00     12.19      1.32
    USSUB-AN       2005e   5350761   2005  319.0  319.0  319.0     11   82.20 -160.48   82.00   82.40 -160.80 -160.15    104     48446   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.97      0.00     13.60      1.53
    USSUB-AN       2005e   5350762   2005  319.0  319.0  319.0     11   82.78 -161.30   82.50   83.00 -161.80 -160.81     55     26369   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.79      0.00     12.12      1.37
    USSUB-AN       2005e   5350763   2005  320.0  320.0  320.0     11   83.43 -162.34   83.20   83.70 -162.80 -161.89     69     31965   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.02      0.00     14.78      1.62
    USSUB-AN       2005e   5350764   2005  320.0  320.0  320.0     11   84.09 -163.78   83.80   84.40 -164.50 -163.06     69     32354   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.15      0.00     14.19      1.57
    USSUB-AN       2005e   5350765   2005  320.0  320.0  320.0     11   84.73 -165.33   84.40   85.00 -166.20 -164.46     61     28561   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      1.99      0.00     12.18      1.43
    USSUB-AN       2005e   5350766   2005  320.0  320.0  320.0     11   85.35 -167.16   85.10   85.70 -167.90 -166.41     58     36478   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.00      0.00     14.17      1.60
    USSUB-AN       2005e   5350767   2005  320.0  320.0  320.0     11   85.97 -169.94   85.70   86.20 -171.80 -168.07     79     36658   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.01      0.00     16.34      1.62
    USSUB-AN       2005e   5350768   2005  320.0  320.0  320.0     11   86.59 -174.16   86.30   86.80 -176.40 -171.91     68     31715   -999.00   -999.00   -999.00   -999.00    133.00    133.00    134.00   -999.00      2.22      0.00     16.95      1.69
    USSUB-AN       2005e   5350769   2005  321.0  321.0  321.0     11   87.36  176.76   87.20   87.60  173.60  179.93     55     25744   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.11      0.00     14.77      1.66
    USSUB-AN       2005e   5350770   2005  321.0  321.0  321.0     11   87.97  167.37   87.70   88.20  160.20  174.54     70     32442   -999.00   -999.00   -999.00   -999.00    131.00    122.00    134.00   -999.00      2.80      0.00     20.92      2.42
    USSUB-AN       2005e   5350771   2005  321.0  321.0  321.0     11   88.42  151.34   88.20   88.60  142.20  160.48     50     24319   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.29      0.00     16.48      1.90
    USSUB-AN       2005e   5350772   2005  322.0  321.0  322.0     11   88.97  124.97   88.70   89.30  113.80  136.14    236    109833   -999.00   -999.00   -999.00   -999.00    134.00    134.00    135.00   -999.00      2.46      0.00     17.46      1.84
    USSUB-AN       2005e   5350773   2005  321.0  321.0  321.0     11   89.25  130.73   88.80   89.70  128.40  133.06    110     51403   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.68      0.00     17.46      1.95
    USSUB-AN       2005e   5350774   2005  321.0  321.0  321.0     11   89.49  129.75   89.20   89.80  119.80  139.70    107     49838   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.72      0.00     13.83      1.94
    USSUB-AN       2005e   5350775   2005  322.0  322.0  322.0     11   88.61  101.60   88.50   88.70   92.90  110.30     59     27736   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.15      0.00     13.91      1.51
    USSUB-AN       2005e   5350776   2005  322.0  322.0  322.0     11   88.33   84.36   88.20   88.50   78.70   90.01     59     27765   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.42      0.00     15.38      1.70
    USSUB-AN       2005e   5350777   2005  322.0  322.0  322.0     11   87.77   67.95   87.50   88.00   63.50   72.40     65     30107   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.36      0.00     15.98      1.62
    USSUB-AN       2005e   5350778   2005  322.0  322.0  322.0     11   87.34   60.56   87.20   87.50   58.60   62.53     39     18113   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.71      0.07     12.72      1.77
    USSUB-AN       2005e   5350779   2005  322.0  322.0  322.0     11   86.86   55.05   86.60   87.20   52.40   57.71     58     27069   -999.00   -999.00   -999.00   -999.00    134.00    134.00    134.00   -999.00      2.55      0.00     13.12      1.63
    USSUB-AN       2005e   5350780   2005  323.0  322.0  323.0     11   86.36   50.06   86.20   86.60   48.40   51.72     65     35457   -999.00   -999.00   -999.00   -999.00    127.00     56.00    134.00   -999.00      2.30      0.00     13.07      1.69
    USSUB-AN       2005e   5350781   2005  323.0  323.0  323.0     11   84.24   25.38   84.10   84.40   24.20   26.55     50     38188   -999.00   -999.00   -999.00   -999.00    106.00    105.00    107.00   -999.00      2.61      0.00     14.36      1.81
