      Source      Cruise     Index   Year   Yday MinDay MaxDay  Month     Lat     Lon  MinLat  MaxLat  MinLon  MaxLon Length    Nsamps  Avg_none  Min_none  Max_none   SD_none Avg_depth Min_depth Max_depth  SD_depth Avg_draft Min_draft Max_draft  SD_draft
    USSUB-AN       1982a   5040186   1982  309.0  309.0  309.0     11   85.75 -135.55   85.60   85.90 -136.90 -134.21     49     14964   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.65      0.14     26.07      2.19
    USSUB-AN       1982a   5040187   1982  309.0  309.0  309.0     11   86.07 -138.66   85.90   86.20 -140.60 -136.73     56     17114   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.63      0.10     21.11      2.56
    USSUB-AN       1982a   5040188   1982  309.0  309.0  309.0     11   85.71 -135.74   85.20   86.20 -140.60 -130.89    156     47249   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.19      0.00     26.07      2.33
    USSUB-AN       1982a   5040189   1982  309.0  309.0  309.0     11   86.67 -150.61   86.50   86.80 -153.90 -147.32     64     19681   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.47      0.00     28.52      2.36
    USSUB-AN       1982a   5040190   1982  309.0  309.0  309.0     11   86.79 -154.18   86.60   86.90 -158.20 -150.16    130     39136   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.37      0.00     28.52      2.33
    USSUB-AN       1982a   5040191   1982  329.0  309.0  329.0     11   87.12 -165.77   86.80   87.20 -169.80 -161.74    317    112084   -999.00   -999.00   -999.00   -999.00    124.00     76.00    125.00   -999.00      3.75      0.00     24.16      2.44
    USSUB-AN       1982a   5040192   1982  309.0  309.0  309.0     11   87.33  175.44   87.20   87.30  161.80  189.08     49     15029   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      4.24      0.00     29.08      2.78
    USSUB-AN       1982a   5040193   1982  309.0  309.0  309.0     11   87.34  174.93   87.20   87.30  160.80  189.06     55     16743   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      4.21      0.00     29.08      2.70
    USSUB-AN       1982a   5040194   1982  309.0  309.0  309.0     11   86.75  139.35   86.70   86.80  136.30  142.40     49     14875   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.61      0.00     20.13      2.55
    USSUB-AN       1982a   5040195   1982  309.0  309.0  309.0     11   86.53  133.51   86.30   86.70  129.60  137.41     50     19880   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.85      0.00     20.52      2.74
    USSUB-AN       1982a   5040196   1982  309.0  309.0  309.0     11   86.61  136.83   86.40   86.80  131.80  141.87     94     28174   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.72      0.00     20.52      2.65
    USSUB-AN       1982a   5040197   1982  319.0  309.0  319.0     11   86.19  126.08   86.00   86.50  124.20  127.97    196     84533   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.83      0.00     26.06      2.09
    USSUB-AN       1982a   5040198   1982  309.0  309.0  309.0     11   85.80  121.96   85.70   85.90  120.20  123.72    108     32482   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.12      0.00     22.60      2.17
    USSUB-AN       1982a   5040199   1982  309.0  309.0  309.0     11   85.14  115.60   85.00   85.50  114.70  116.50     34     17619   -999.00   -999.00   -999.00   -999.00    116.00     46.00    125.00   -999.00      2.81      0.00     20.97      1.99
    USSUB-AN       1982a   5040200   1982  309.0  309.0  309.0     11   84.62  111.64   84.50   84.80  110.20  113.09    165     49454   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.71      0.00     17.39      1.63
    USSUB-AN       1982a   5040201   1982  319.0  319.0  319.0     11   83.57  124.71   83.20   83.80  124.60  124.83     44     24808   -999.00   -999.00   -999.00   -999.00    179.00    135.00    201.00   -999.00      2.28      0.00     16.44      1.69
    USSUB-AN       1982a   5040202   1982  319.0  319.0  319.0     11   84.17  124.80   83.90   84.50  124.80  124.80     84     51277   -999.00   -999.00   -999.00   -999.00    136.00    135.00    136.00   -999.00      2.37      0.00     21.41      1.97
    USSUB-AN       1982a   5040203   1982  319.0  319.0  319.0     11   84.79  124.85   84.50   85.10  124.80  124.90     38     42907   -999.00   -999.00   -999.00   -999.00     99.00     46.00    136.00   -999.00      2.37      0.00     17.18      1.76
    USSUB-AN       1982a   5040204   1982  319.0  319.0  319.0     11   86.93  124.68   86.60   87.20  124.40  124.96     66     65644   -999.00   -999.00   -999.00   -999.00    114.00     46.00    125.00   -999.00      3.09      0.00     21.22      2.14
    USSUB-AN       1982a   5040205   1982  319.0  319.0  319.0     11   87.81  123.99   87.50   88.00  123.80  124.19     29     33655   -999.00   -999.00   -999.00   -999.00     63.00     61.00     91.00   -999.00      3.24      0.00     25.08      2.46
    USSUB-AN       1982a   5040206   1982  319.0  319.0  319.0     11   88.58  125.46   88.20   88.80  124.80  126.11     62     30884   -999.00   -999.00   -999.00   -999.00     61.00     61.00     61.00   -999.00      3.45      0.00     18.23      2.16
    USSUB-AN       1982a   5040207   1982  319.0  319.0  319.0     11   89.12  127.47   88.80   89.40  126.00  128.94    117     36426   -999.00   -999.00   -999.00   -999.00     69.00     61.00     75.00   -999.00      3.73      0.00     21.51      2.41
    USSUB-AN       1982a   5040208   1982  319.0  319.0  319.0     11   88.95  126.70   88.50   89.40  125.30  128.10    165     51057   -999.00   -999.00   -999.00   -999.00     61.00     61.00     61.00   -999.00      3.68      0.00     21.51      2.34
    USSUB-AN       1982a   5040209   1982  319.0  319.0  319.0     11   89.78  177.46   89.50   89.90  136.80  218.12     46     21568   -999.00   -999.00   -999.00   -999.00     86.00     61.00    125.00   -999.00      3.34      0.00     18.74      2.14
    USSUB-AN       1982a   5040210   1982  319.0  319.0  319.0     11   89.25 -167.77   89.00   89.50 -168.50 -167.03     49     23064   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.71      0.00     22.77      2.44
    USSUB-AN       1982a   5040211   1982  329.0  329.0  329.0     11   88.80 -168.91   88.60   89.00 -169.20 -168.62     50     23103   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.69      0.00     18.86      2.42
    USSUB-AN       1982a   5040212   1982  329.0  329.0  329.0     11   88.34 -169.56   88.10   88.60 -169.80 -169.32     67     31107   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.26      0.00     17.52      2.08
    USSUB-AN       1982a   5040213   1982  319.0  319.0  319.0     11   88.80 -169.07   88.10   89.50 -169.80 -168.34    167     77274   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.52      0.00     22.77      2.31
    USSUB-AN       1982a   5040214   1982  329.0  329.0  329.0     11   87.75 -169.91   87.60   87.90 -170.00 -169.81     49     20744   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.46      0.00     19.03      2.32
    USSUB-AN       1982a   5040215   1982  329.0  329.0  329.0     11   87.40 -169.09   87.20   87.60 -170.00 -168.17     49     19948   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.67      0.00     19.03      2.50
    USSUB-AN       1982a   5040216   1982  329.0  329.0  329.0     11   87.55 -168.60   87.20   87.90 -169.80 -167.40    114     46491   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.59      0.00     24.16      2.43
    USSUB-AN       1982a   5040217   1982  329.0  329.0  329.0     11   86.57 -163.84   86.30   86.80 -165.00 -162.69     57     26482   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.82      0.00     25.03      2.92
    USSUB-AN       1982a   5040218   1982  329.0  329.0  329.0     11   86.70 -164.82   86.30   87.10 -167.40 -162.24    107     49713   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.88      0.00     25.03      2.74
    USSUB-AN       1982a   5040219   1982  329.0  329.0  329.0     11   85.93 -161.24   85.70   86.20 -162.40 -160.08     35     24938   -999.00   -999.00   -999.00   -999.00    116.00     46.00    125.00   -999.00      3.71      0.00     20.45      2.60
    USSUB-AN       1982a   5040220   1982  329.0  329.0  329.0     11   85.30 -159.80   85.00   85.60 -160.40 -159.21     99     37016   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.23      0.00     19.32      2.52
    USSUB-AN       1982a   5040221   1982  329.0  329.0  329.0     11   84.79 -161.78   84.60   85.00 -163.10 -160.46     71     26306   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.02      0.00     24.88      2.38
    USSUB-AN       1982a   5040222   1982  329.0  329.0  329.0     11   85.10 -161.80   84.60   85.60 -163.10 -160.50    171     63322   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.14      0.00     24.88      2.47
    USSUB-AN       1982a   5040223   1982  329.0  329.0  329.0     11   84.32 -164.11   84.10   84.50 -165.40 -162.82     51     23272   -999.00   -999.00   -999.00   -999.00    119.00     91.00    125.00   -999.00      3.19      0.00     20.34      2.57
    USSUB-AN       1982a   5040224   1982  329.0  329.0  329.0     11   83.78 -166.66   83.50   84.00 -167.80 -165.51     44     27937   -999.00   -999.00   -999.00   -999.00    106.00     46.00    125.00   -999.00      3.45      0.00     20.21      2.56
    USSUB-AN       1982a   5040225   1982  329.0  329.0  329.0     11   83.08 -169.05   82.80   83.40 -169.80 -168.29    176     58622   -999.00   -999.00   -999.00   -999.00    123.00     64.00    125.00   -999.00      3.35      0.00     28.95      2.44
    USSUB-AN       1982a   5040226   1982  329.0  329.0  329.0     11   82.42 -170.00   82.20   82.80 -170.00 -169.99     53     21068   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.42      0.00     15.48      1.82
    USSUB-AN       1982a   5040227   1982  329.0  329.0  329.0     11   82.24 -170.00   82.00   82.60 -170.00 -170.00    124     38310   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.60      0.00     18.60      2.13
    USSUB-AN       1982a   5040228   1982  329.0  329.0  329.0     11   81.58 -170.00   81.40   81.90 -170.00 -170.00     41     20193   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.61      0.00     21.97      2.02
    USSUB-AN       1982a   5040229   1982  329.0  329.0  329.0     11   81.10 -170.00   80.80   81.40 -170.00 -170.00    143     44356   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.29      0.00     21.18      1.88
    USSUB-AN       1982a   5040230   1982  329.0  329.0  329.0     11   80.52 -170.00   80.30   80.80 -170.00 -170.00     53     20937   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.37      0.00     16.73      2.08
    USSUB-AN       1982a   5040231   1982  329.0  329.0  329.0     11   80.06 -170.00   79.80   80.30 -170.00 -170.00     61     21653   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.65      0.00     22.00      1.89
    USSUB-AN       1982a   5040232   1982  329.0  329.0  329.0     11   80.30 -170.00   79.90   80.70 -170.00 -170.00    106     31644   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.52      0.00     22.00      1.98
    USSUB-AN       1982a   5040233   1982  329.0  329.0  329.0     11   79.60 -170.05   79.40   79.80 -170.10 -170.00     49     15149   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.31      0.00     21.11      1.83
    USSUB-AN       1982a   5040234   1982  329.0  329.0  329.0     11   79.17 -170.10   78.80   79.40 -170.10 -170.10     69     27654   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.15      0.00     19.80      1.55
    USSUB-AN       1982a   5040235   1982  329.0  329.0  329.0     11   79.45 -170.05   79.10   79.80 -170.10 -170.00    108     32505   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.24      0.00     21.11      1.69
    USSUB-AN       1982a   5040236   1982  329.0  329.0  329.0     11   78.45 -170.15   78.20   78.70 -170.20 -170.10     45     17157   -999.00   -999.00   -999.00   -999.00    120.00     61.00    125.00   -999.00      2.02      0.00     13.73      1.58
    USSUB-AN       1982a   5040237   1982  329.0  329.0  329.0     11   77.51 -170.20   77.20   77.80 -170.20 -170.20    167     62924   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.33      0.10     13.75      1.48
    USSUB-AN       1982a   5040238   1982  329.0  329.0  329.0     11   76.87 -170.20   76.60   77.20 -170.20 -170.20     43     21695   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.01      0.07     12.50      1.45
    USSUB-AN       1982a   5040239   1982  329.0  329.0  329.0     11   76.30 -169.75   76.10   76.50 -170.00 -169.49     43     26782   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.96      0.00     20.15      2.24
    USSUB-AN       1982a   5040240   1982  329.0  329.0  329.0     11   75.80 -169.20   75.70   75.90 -169.20 -169.20     29     11780   -999.00   -999.00   -999.00   -999.00     76.00     76.00     76.00   -999.00      2.42      0.00     20.48      2.15
    USSUB-AN       1982a   5040241   1982  329.0  329.0  329.0     11   75.35 -170.00   75.20   75.50 -170.00 -170.00     33     13437   -999.00   -999.00   -999.00   -999.00     76.00     76.00     76.00   -999.00      2.85      0.00     21.65      3.14
    USSUB-AN       1983a   5050242   1983  217.0  217.0  217.0      8   86.30  -96.77   86.10   86.50  -97.20  -96.35     50     19989   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      4.48      0.00     23.17      2.78
    USSUB-AN       1983a   5050243   1983  217.0  217.0  217.0      8   86.75  -95.79   86.50   87.00  -96.30  -95.28     49     20056   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      4.89      0.00     29.89      3.46
    USSUB-AN       1983a   5050244   1983  217.0  217.0  217.0      8   87.14  -94.98   87.00   87.30  -95.20  -94.76     30     12227   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      4.68      0.00     23.89      3.18
    USSUB-AN       1983a   5050245   1983  217.0  217.0  217.0      8   86.65  -96.24   86.10   87.20  -97.20  -95.28    122     49096   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      4.71      0.00     29.89      3.15
    USSUB-AN       1983a   5050246   1983  217.0  217.0  217.0      8   87.60  -94.39   87.40   87.80  -94.80  -93.98     50     19652   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      4.52      0.00     25.62      3.02
    USSUB-AN       1983a   5050247   1983  217.0  217.0  217.0      8   88.05  -92.55   87.80   88.30  -93.90  -91.20     49     19832   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      4.43      0.00     25.09      2.80
    USSUB-AN       1983a   5050248   1983  217.0  217.0  217.0      8   88.00  -92.88   87.40   88.60  -94.80  -90.95    121     48285   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      4.39      0.00     25.62      2.84
    USSUB-AN       1983a   5050249   1983  217.0  217.0  217.0      8   89.00   77.83   88.80   89.20   59.20   96.45     82     54562   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      3.40      0.00     22.13      2.08
    USSUB-AN       1983a   5050250   1983  217.0  217.0  217.0      8   88.55   91.12   88.30   88.80   89.60   92.65     38     31758   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      3.16      0.00     17.90      2.15
    USSUB-AN       1983a   5050251   1983  217.0  217.0  217.0      8   88.75   89.00   88.30   89.20   82.20   95.81     88     72187   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      3.26      0.00     22.13      2.10
    USSUB-AN       1983a   5050252   1983  217.0  217.0  217.0      8   87.95   90.37   87.80   88.20   83.80   96.94     53     32191   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      3.37      0.00     18.36      2.24
    USSUB-AN       1983a   5050253   1983  217.0  217.0  217.0      8   87.55   89.14   87.30   87.80   85.20   93.08    143     77511   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      3.18      0.00     21.12      1.96
    USSUB-AN       1983a   5050254   1983  217.0  217.0  217.0      8   88.15   81.29   87.90   88.40   78.00   84.58     49     21647   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      3.31      0.00     27.73      2.07
    USSUB-AN       1983a   5050255   1983  217.0  217.0  217.0      8   88.60   74.23   88.40   88.80   69.20   79.26     49     21637   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      3.42      0.00     21.74      2.07
    USSUB-AN       1983a   5050256   1983  217.0  217.0  217.0      8   88.53   76.48   87.90   89.10   59.20   93.77    132     57417   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      3.40      0.00     27.73      2.08
    USSUB-AN       1983a   5050257   1983  217.0  217.0  217.0      8   89.22   45.40   89.10   89.30   21.50   69.30     29     32074   -999.00   -999.00   -999.00   -999.00     96.00     55.00    128.00   -999.00      3.83      0.00     23.63      2.62
    USSUB-AN       1983a   5050258   1983  217.0  217.0  217.0      8   89.33   -3.92   89.30   89.40    1.20   -9.04     27     17913   -999.00   -999.00   -999.00   -999.00     92.00     91.00    101.00   -999.00      4.37      0.00     21.51      2.71
    USSUB-AN       1983a   5050259   1983  217.0  217.0  217.0      8   88.17  -44.30   88.00   88.20  -53.00  -35.61     61     47801   -999.00   -999.00   -999.00   -999.00    168.00    168.00    168.00   -999.00      4.72      0.00     28.35      3.20
    USSUB-AN       1983a   5050260   1983  217.0  217.0  217.0      8   87.86  -29.48   87.70   88.00  -34.40  -24.56     49     36678   -999.00   -999.00   -999.00   -999.00    183.00    183.00    183.00   -999.00      5.30      0.00     29.02      3.59
    USSUB-AN       1983a   5050261   1983  217.0  217.0  217.0      8   87.44  -20.74   87.20   87.70  -25.20  -16.28     66     49758   -999.00   -999.00   -999.00   -999.00    183.00    183.00    183.00   -999.00      4.82      0.00     26.42      3.04
    USSUB-AN       1983a   5050262   1983  217.0  217.0  217.0      8   87.67  -25.37   87.30   88.00  -34.40  -16.35     99     73715   -999.00   -999.00   -999.00   -999.00    183.00    183.00    183.00   -999.00      5.09      0.00     29.02      3.37
    USSUB-AN       1983a   5050263   1983  227.0  227.0  227.0      8   86.85  -11.60   86.70   87.00  -14.10   -9.11     41     11290   -999.00   -999.00   -999.00   -999.00    183.00    183.00    183.00   -999.00      5.11      0.00     24.31      2.97
    USSUB-AN       1984b   5060264   1984  259.0  259.0  259.0      9   85.59   76.37   85.50   85.70   73.10   79.64    120     38374   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.56      0.00     18.26      1.46
    USSUB-AN       1984b   5060265   1984  259.0  259.0  259.0      9   85.91  102.90   85.90   85.90   99.60  106.20     49     15898   -999.00   -999.00   -999.00   -999.00    175.00    175.00    175.00   -999.00      2.45      0.00     12.61      1.30
    USSUB-AN       1984b   5060266   1984  259.0  259.0  259.0      9   85.85  108.48   85.80   85.90  106.20  110.75     33     10736   -999.00   -999.00   -999.00   -999.00    175.00    175.00    175.00   -999.00      2.32      0.00     13.41      1.19
    USSUB-AN       1984b   5060267   1984  259.0  259.0  259.0      9   85.87  105.22   85.80   85.90   99.60  110.83     83     26634   -999.00   -999.00   -999.00   -999.00    175.00    175.00    175.00   -999.00      2.40      0.00     13.41      1.26
    USSUB-AN       1984b   5060268   1984  259.0  259.0  259.0      9   85.75  115.83   85.70   85.80  113.40  118.26     42     13455   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.20      0.00     19.83      1.43
    USSUB-AN       1984b   5060269   1984  259.0  259.0  259.0      9   85.61  122.06   85.50   85.70  119.30  124.82     49     15861   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.18      0.00     15.70      1.38
    USSUB-AN       1984b   5060270   1984  259.0  259.0  259.0      9   85.40  126.13   85.30   85.50  124.70  127.56     27      8594   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.45      0.00     15.05      1.42
    USSUB-AN       1984b   5060271   1984  259.0  259.0  259.0      9   85.51  123.58   85.30   85.70  119.30  127.86     77     24455   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.28      0.00     15.70      1.40
    USSUB-AN       1984b   5060272   1984  259.0  259.0  259.0      9   85.15  131.57   85.10   85.20  129.20  133.95     49     16147   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.46      0.00     16.19      1.72
    USSUB-AN       1984b   5060273   1984  259.0  259.0  259.0      9   84.95  135.75   84.80   85.10  133.90  137.61     41     13562   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.40      0.00     16.00      1.39
    USSUB-AN       1984b   5060274   1984  259.0  259.0  259.0      9   85.01  133.52   84.80   85.20  129.20  137.83     91     29709   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.44      0.00     16.19      1.58
    USSUB-AN       1984b   5060275   1984  259.0  259.0  259.0      9   84.61  141.30   84.40   84.80  138.90  143.71    125     40042   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.30      0.00     15.77      1.54
    USSUB-AN       1984b   5060276   1984  259.0  259.0  259.0      9   84.20  145.78   84.10   84.30  144.00  147.56     49     15924   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.45      0.00     16.54      1.63
    USSUB-AN       1984b   5060277   1984  259.0  259.0  259.0      9   83.85  149.53   83.70   84.00  148.10  150.97     49     16596   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.36      0.00     12.96      1.36
    USSUB-AN       1984b   5060278   1984  259.0  259.0  259.0      9   83.48  152.54   83.20   83.70  150.90  154.18     54     19676   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.35      0.00     20.30      1.41
    USSUB-AN       1984b   5060279   1984  259.0  259.0  259.0      9   83.61  151.29   83.20   84.00  148.10  154.48    104     36272   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.35      0.00     20.30      1.39
    USSUB-AN       1984b   5060280   1984  259.0  259.0  259.0      9   83.05  155.62   82.90   83.20  154.70  156.54     39     13994   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.50      0.00     22.11      1.48
    USSUB-AN       1984b   5060281   1984  259.0  259.0  259.0      9   82.65  157.71   82.50   82.80  157.00  158.43     33     12353   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.44      0.00     13.39      1.36
    USSUB-AN       1984b   5060282   1984  259.0  259.0  259.0      9   82.16  160.09   81.90   82.40  159.00  161.17    118     39068   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.62      0.00     14.33      1.53
    USSUB-AN       1984b   5060283   1984  259.0  259.0  259.0      9   81.55  162.47   81.30   81.80  161.70  163.24     49     15503   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.65      0.00     16.53      1.57
    USSUB-AN       1984b   5060284   1984  259.0  259.0  259.0      9   81.50  162.79   81.20   81.80  161.70  163.87     63     19640   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.66      0.00     16.53      1.58
    USSUB-AN       1984b   5060285   1984  259.0  259.0  259.0      9   81.33  169.70   81.00   81.60  169.50  169.91    104     40846   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.15      0.00     15.45      1.95
    USSUB-AN       1984b   5060286   1984  259.0  259.0  259.0      9   81.70  170.05   81.60   81.80  169.90  170.20     33     10433   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.39      0.00     20.88      2.19
    USSUB-AN       1984b   5060287   1984  259.0  259.0  259.0      9   82.20  170.60   82.10   82.30  170.40  170.79     33     10461   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.49      0.00     19.69      2.29
    USSUB-AN       1984b   5060288   1984  259.0  259.0  259.0      9   82.70  171.50   82.60   82.80  171.20  171.79     34     10914   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.92      0.00     18.99      2.20
    USSUB-AN       1984b   5060289   1984  259.0  259.0  259.0      9   83.75  173.94   83.60   83.90  173.40  174.47     38     12454   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.79      0.00     18.62      2.23
    USSUB-AN       1984b   5060290   1984  259.0  259.0  259.0      9   84.15  175.53   84.00   84.30  174.90  176.17     34     12551   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.51      0.00     19.00      2.08
    USSUB-AN       1984b   5060291   1984  259.0  259.0  259.0      9   84.67 -171.84   84.40   84.90 -174.30 -169.37     58     19836   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.76      0.00     29.31      2.20
    USSUB-AN       1984b   5060292   1984  269.0  259.0  269.0      9   84.07 -166.85   83.80   84.30 -168.70 -165.00     46     16243   -999.00   -999.00   -999.00   -999.00    243.00    125.00    305.00   -999.00      4.21      0.00     22.28      2.19
    USSUB-AN       1984b   5060293   1984  269.0  269.0  269.0      9   83.41 -162.80   83.10   83.60 -163.90 -161.70     47     15828   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.38      0.00     28.44      2.72
    USSUB-AN       1984b   5060294   1984  269.0  269.0  269.0      9   80.96 -153.05   80.70   81.20 -153.80 -152.30    118     39306   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.30      0.00     23.83      2.23
    USSUB-AN       1984b   5060295   1984  269.0  269.0  269.0      9   80.40 -151.54   80.20   80.60 -152.00 -151.08     39     13861   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.10      0.00     17.63      1.88
    USSUB-AN       1984b   5060296   1984  269.0  269.0  269.0      9   80.05 -150.29   79.90   80.20 -150.80 -149.79     42     14052   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.78      0.00     21.73      1.86
    USSUB-AN       1984b   5060297   1984  269.0  269.0  269.0      9   79.40 -148.49   79.20   79.60 -149.10 -147.88     49     11827   -999.00   -999.00   -999.00   -999.00    175.00    175.00    175.00   -999.00      2.73      0.00     16.09      1.59
    USSUB-AN       1984b   5060298   1984  269.0  269.0  269.0      9   78.94 -147.15   78.70   79.20 -147.90 -146.41     66     15705   -999.00   -999.00   -999.00   -999.00    175.00    175.00    175.00   -999.00      2.76      0.00     15.80      1.66
    USSUB-AN       1984b   5060299   1984  269.0  269.0  269.0      9   79.15 -147.69   78.70   79.60 -149.10 -146.29    116     27532   -999.00   -999.00   -999.00   -999.00    175.00    175.00    175.00   -999.00      2.74      0.00     16.09      1.63
    USSUB-AN       1984b   5060300   1984  269.0  269.0  269.0      9   78.17 -145.39   77.90   78.40 -145.90 -144.87     42     14143   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.12      0.00     12.63      1.36
    USSUB-AN       1984b   5060301   1984  269.0  269.0  269.0      9   77.42 -144.43   77.20   77.70 -144.70 -144.16    123     49673   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.08      0.00     16.19      1.37
    USSUB-AN       1984b   5060302   1984  269.0  269.0  269.0      9   77.05 -143.24   76.90   77.20 -143.90 -142.59     40     15565   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      1.99      0.00     10.90      1.33
