      Source    Campaign     Index   Year   Yday MinDay MaxDay  Month     Lat     Lon  MinLat  MaxLat  MinLon  MaxLon Length    Nsamps  Avg_none  Min_none  Max_none   SD_none Avg_frbrd Min_frbrd Max_frbrd  SD_frbrd Avg_thkns Min_thkns Max_thkns  SD_thkns
   ICESAT1-G          3h  11042715   2007   80.5   75.0  102.0      3   69.48  -61.55   69.27   69.72  -62.24  -60.85     94       554   -999.00   -999.00   -999.00   -999.00      0.31      0.00      1.76      0.22      1.63      0.00     14.35      1.73
   ICESAT1-G          3h  11042716   2007   92.9   74.0   99.0      4   70.62  -59.23   70.36   70.89  -59.49  -58.76    122       721   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.55      0.08      0.88      0.00      3.39      0.42
   ICESAT1-G          3h  11042717   2007   85.5   74.0   99.0      3   71.01  -59.06   70.76   71.27  -59.59  -58.78    114       673   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.60      0.08      0.94      0.00      3.84      0.43
   ICESAT1-G          3h  11042718   2007   85.3   73.0   98.0      3   71.78  -57.10   71.50   72.08  -57.49  -56.64    141       833   -999.00   -999.00   -999.00   -999.00      0.19      0.00      0.72      0.09      0.81      0.00      4.81      0.40
   ICESAT1-G          3h  11042719   2007   89.7   74.0   99.0      3   79.65  -16.91   79.39   79.94  -17.90  -15.78    184      1088   -999.00   -999.00   -999.00   -999.00      0.36      0.00      1.33      0.20      1.44      0.00      9.93      1.36
   ICESAT1-G          3h  11042720   2007   93.9   74.0  104.0      4   79.79  -14.12   79.52   80.06  -15.78  -12.87    266      1569   -999.00   -999.00   -999.00   -999.00      0.47      0.00      1.93      0.26      2.24      0.00     15.56      2.00
   ICESAT1-G          3h  11042721   2007   87.7   78.0   98.0      3   79.87  -12.05   79.63   80.16  -13.32  -10.45    167       986   -999.00   -999.00   -999.00   -999.00      0.65      0.00      1.96      0.36      3.75      0.00     15.83      3.10
   ICESAT1-G          3h  11042722   2007   90.5   78.0  102.0      3   79.99   -9.34   79.73   80.22  -10.78   -7.92    200      1178   -999.00   -999.00   -999.00   -999.00      0.59      0.00      2.24      0.33      3.31      0.00     18.46      2.70
   ICESAT1-G          3h  11042723   2007   87.7   77.0  102.0      3   80.03   -6.86   79.79   80.28   -8.07   -5.24    217      1277   -999.00   -999.00   -999.00   -999.00      0.62      0.00      2.06      0.31      3.50      0.00     16.76      2.53
   ICESAT1-G          3h  11042724   2007   88.9   78.0  100.0      3   80.09   -3.76   79.84   80.32   -5.23   -2.61    230      1358   -999.00   -999.00   -999.00   -999.00      0.54      0.00      1.56      0.28      2.87      0.00     12.08      2.14
   ICESAT1-G          3h  11042725   2007   88.2   77.0  100.0      3   80.12   -1.42   79.86   80.33   -2.70   -0.00    133       783   -999.00   -999.00   -999.00   -999.00      0.73      0.00      2.47      0.52      4.62      0.00     20.62      4.51
   ICESAT1-G          3h  11042726   2007   88.5   77.0   99.0      3   80.10    0.91   79.87   80.33    0.00    2.66    118       697   -999.00   -999.00   -999.00   -999.00      0.85      0.00      2.53      0.53      5.63      0.00     21.14      4.66
   ICESAT1-G          3h  11042727   2007   85.5   76.0   98.0      3   80.13    3.49   79.86   80.32    2.61    5.32    120       708   -999.00   -999.00   -999.00   -999.00      0.55      0.02      1.59      0.26      2.84      0.08     12.30      2.14
   ICESAT1-G          3h  11042728   2007   93.9   85.0  101.0      4   79.05   23.68   78.91   79.22   22.74   24.56     87       514   -999.00   -999.00   -999.00   -999.00      0.34      0.01      1.02      0.18      1.36      0.03      7.09      1.14
   ICESAT1-G          3h  11042729   2007   92.4   84.0  100.0      4   78.99   26.38   78.68   79.25   24.56   27.44    205      1207   -999.00   -999.00   -999.00   -999.00      0.33      0.00      2.76      0.18      1.27      0.00     23.50      1.25
   ICESAT1-G          3h  11042730   2007   90.1   83.0   98.0      3   78.77   27.86   78.52   79.00   26.92   29.74    106       626   -999.00   -999.00   -999.00   -999.00      0.32      0.00      4.04      0.35      1.35      0.00     35.40      3.01
   ICESAT1-G          3h  11042731   2007   91.2   82.0   99.0      4   78.58   30.38   78.31   78.87   28.99   31.56    190      1123   -999.00   -999.00   -999.00   -999.00      0.37      0.00      1.05      0.17      1.48      0.00      7.29      1.13
   ICESAT1-G          3h  11042732   2007   97.1   78.0  103.0      4   71.77   57.51   71.51   72.00   56.94   58.09    120       708   -999.00   -999.00   -999.00   -999.00      0.26      0.00      0.80      0.13      1.35      0.00      5.84      0.75
   ICESAT1-G          3h  11042733   2007   96.5   94.0   99.0      4   70.97   58.79   70.73   71.22   58.35   59.23     95       559   -999.00   -999.00   -999.00   -999.00      0.33      0.00      1.00      0.15      1.88      0.00      7.63      1.09
   ICESAT1-G          3h  11042734   2007   84.7   77.0   92.0      3   68.06  -61.98   67.77   68.36  -62.36  -61.40    119       701   -999.00   -999.00   -999.00   -999.00      0.32      0.00      1.12      0.17      1.74      0.00      8.85      1.22
   ICESAT1-G          3h  11042735   2007   84.6   75.0   93.0      3   69.23  -60.29   68.99   69.45  -60.85  -59.87    124       730   -999.00   -999.00   -999.00   -999.00      0.28      0.00      1.13      0.13      1.32      0.00      8.91      0.82
   ICESAT1-G          3h  11042736   2007   90.1   74.0   99.0      3   70.03  -58.88   69.77   70.28  -59.76  -58.28    118       697   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.48      0.08      1.03      0.00      2.83      0.42
   ICESAT1-G          3h  11042737   2007   77.7   74.0   99.0      3   70.36  -58.44   70.12   70.60  -59.13  -57.96    112       662   -999.00   -999.00   -999.00   -999.00      0.20      0.00      0.70      0.09      0.82      0.00      4.88      0.43
   ICESAT1-G          3h  11042738   2007   86.4   73.0   98.0      3   71.16  -56.82   70.90   71.44  -57.63  -56.18    156       922   -999.00   -999.00   -999.00   -999.00      0.19      0.00      0.74      0.09      0.80      0.00      4.81      0.40
   ICESAT1-G          3h  11042739   2007   92.7   74.0   99.0      4   79.08  -18.18   78.83   79.33  -18.86  -17.33    154       910   -999.00   -999.00   -999.00   -999.00      0.56      0.00      3.40      0.24      2.79      0.00     29.30      2.12
   ICESAT1-G          3h  11042740   2007   89.9   74.0   99.0      3   79.20  -16.08   78.98   79.44  -17.56  -14.85    146       861   -999.00   -999.00   -999.00   -999.00      0.42      0.00      2.19      0.28      1.91      0.00     18.00      2.12
   ICESAT1-G          3h  11042741   2007   93.4   88.0  104.0      4   79.36  -13.65   79.12   79.61  -15.16  -12.47    176      1039   -999.00   -999.00   -999.00   -999.00      0.65      0.00      1.95      0.34      3.70      0.00     15.67      2.91
   ICESAT1-G          3h  11042742   2007   91.0   79.0  104.0      3   79.42  -11.77   79.18   79.67  -12.73  -10.66    207      1218   -999.00   -999.00   -999.00   -999.00      0.69      0.00      3.45      0.42      4.16      0.00     29.79      3.59
   ICESAT1-G          3h  11042743   2007   83.9   78.0   94.0      3   79.52   -9.10   79.26   79.77   -9.72   -7.88    114       672   -999.00   -999.00   -999.00   -999.00      0.69      0.00      1.87      0.30      4.03      0.00     14.97      2.58
   ICESAT1-G          3h  11042744   2007   88.0   77.0  102.0      3   79.59   -6.20   79.34   79.82   -7.44   -5.13    217      1277   -999.00   -999.00   -999.00   -999.00      0.60      0.00      1.73      0.30      3.32      0.00     13.64      2.31
   ICESAT1-G          3h  11042745   2007   84.1   78.0   93.0      3   79.62   -3.85   79.38   79.85   -5.13   -2.52    129       759   -999.00   -999.00   -999.00   -999.00      0.56      0.00      1.88      0.27      2.91      0.00     15.00      2.03
   ICESAT1-G          3h  11042746   2007   89.1   77.0  100.0      3   79.63   -1.43   79.41   79.87   -2.58   -0.30    163       961   -999.00   -999.00   -999.00   -999.00      0.64      0.00      2.35      0.32      3.66      0.00     19.47      2.61
   ICESAT1-G          3h  11042747   2007   88.8   76.0   99.0      3   79.69    1.42   79.41   79.87    0.33    2.60    110       650   -999.00   -999.00   -999.00   -999.00      0.70      0.03      1.82      0.33      4.18      0.10     14.48      2.77
   ICESAT1-G          3h  11042748   2007   92.7   85.0  101.0      4   78.84   23.32   78.62   79.02   22.40   24.14     94       558   -999.00   -999.00   -999.00   -999.00      0.39      0.00      1.21      0.19      1.63      0.00      8.73      1.25
   ICESAT1-G          3h  11042749   2007   93.4   84.0  100.0      4   78.58   25.08   78.32   78.86   24.14   26.55    172      1012   -999.00   -999.00   -999.00   -999.00      0.35      0.00      1.02      0.18      1.41      0.00      7.02      1.14
   ICESAT1-G          3h  11042750   2007   92.1   83.0  100.0      4   78.38   27.15   78.07   78.66   25.72   28.30    180      1059   -999.00   -999.00   -999.00   -999.00      0.27      0.00      0.93      0.14      0.97      0.00      6.23      0.77
   ICESAT1-G          3h  11042751   2007   93.5   82.0   99.0      4   78.18   28.68   77.96   78.43   28.02   30.08     89       525   -999.00   -999.00   -999.00   -999.00      0.35      0.00      0.98      0.17      1.43      0.00      6.63      1.09
   ICESAT1-G          3h  11042752   2007   88.7   84.0   93.0      3   67.47  -61.51   67.16   67.76  -61.97  -61.02    126       742   -999.00   -999.00   -999.00   -999.00      0.39      0.00      1.75      0.24      2.42      0.00     14.89      2.01
   ICESAT1-G          3h  11042753   2007   92.5   92.0   93.0      4   67.84  -61.15   67.62   68.08  -61.40  -60.89     97       576   -999.00   -999.00   -999.00   -999.00      0.42      0.00      1.41      0.24      2.62      0.00     11.67      1.97
   ICESAT1-G          3h  11042754   2007   88.6   74.0   99.0      3   69.41  -58.46   69.14   69.67  -58.88  -57.89    118       698   -999.00   -999.00   -999.00   -999.00      0.25      0.00      1.07      0.12      1.18      0.00      7.90      0.70
   ICESAT1-G          3h  11042755   2007   79.6   74.0   99.0      3   69.76  -58.19   69.51   69.98  -58.71  -57.58    112       662   -999.00   -999.00   -999.00   -999.00      0.24      0.00      0.54      0.09      0.98      0.00      3.01      0.45
   ICESAT1-G          3h  11042756   2007   90.9   73.0   98.0      3   70.53  -56.42   70.28   70.80  -57.27  -55.75    128       756   -999.00   -999.00   -999.00   -999.00      0.26      0.00      0.75      0.12      1.19      0.00      5.14      0.62
   ICESAT1-G          3h  11042757   2007   87.1   73.0   99.0      3   78.63  -17.62   78.38   78.88  -18.95  -16.30    235      1388   -999.00   -999.00   -999.00   -999.00      0.46      0.00      3.44      0.25      2.04      0.00     29.66      1.97
   ICESAT1-G          3h  11042758   2007   93.3   89.0   98.0      4   78.79  -15.78   78.52   79.03  -16.64  -15.12    126       742   -999.00   -999.00   -999.00   -999.00      0.34      0.00      3.50      0.18      1.25      0.00     30.29      1.39
   ICESAT1-G          3h  11042759   2007   91.6   88.0   97.0      4   78.90  -12.89   78.62   79.15  -13.98  -11.83    175      1034   -999.00   -999.00   -999.00   -999.00      0.83      0.00      2.46      0.47      5.41      0.00     20.45      4.02
   ICESAT1-G          3h  11042760   2007   89.3   79.0  104.0      3   78.98  -10.74   78.72   79.23  -12.06   -9.74    198      1169   -999.00   -999.00   -999.00   -999.00      0.70      0.00      2.40      0.36      4.21      0.00     19.95      3.02
   ICESAT1-G          3h  11042761   2007   86.2   77.0  102.0      3   79.15   -5.79   78.91   79.37   -7.24   -4.87    168       989   -999.00   -999.00   -999.00   -999.00      0.54      0.00      1.57      0.28      2.80      0.00     12.07      2.07
   ICESAT1-G          3h  11042762   2007   88.3   77.0   94.0      3   79.15   -4.09   78.93   79.38   -4.93   -2.39    137       807   -999.00   -999.00   -999.00   -999.00      0.55      0.00      1.90      0.30      2.94      0.00     15.23      2.32
   ICESAT1-G          3h  11042763   2007   87.9   77.0  100.0      3   79.20   -1.29   78.96   79.41   -2.39   -0.00    160       946   -999.00   -999.00   -999.00   -999.00      0.69      0.04      2.22      0.36      3.96      0.11     18.27      3.17
   ICESAT1-G          3h  11042764   2007   94.0   83.0  100.0      4   77.97   26.03   77.71   78.26   25.10   27.52    173      1022   -999.00   -999.00   -999.00   -999.00      0.32      0.00      1.02      0.15      1.16      0.00      7.05      0.90
   ICESAT1-G          3h  11042765   2007   94.5   91.0  100.0      4   77.80   27.71   77.57   78.01   26.77   29.03    123       726   -999.00   -999.00   -999.00   -999.00      0.26      0.00      0.76      0.13      0.92      0.00      4.59      0.70
   ICESAT1-G          3h  11042766   2007   96.4   91.0  102.0      4   69.43   58.77   69.20   69.66   58.61   58.92     94       555   -999.00   -999.00   -999.00   -999.00      0.36      0.00      3.25      0.26      2.20      0.00     28.74      2.18
   ICESAT1-G          3h  11042767   2007   86.8   76.0  100.0      3   67.60  -60.06   67.36   67.82  -60.45  -59.71     86       506   -999.00   -999.00   -999.00   -999.00      0.40      0.00      1.55      0.25      2.38      0.00     13.13      2.17
   ICESAT1-G          3h  11042768   2007   80.5   76.0   84.0      3   68.03  -59.30   67.82   68.26  -59.71  -58.74     85       501   -999.00   -999.00   -999.00   -999.00      0.29      0.00      1.22      0.18      1.45      0.00      9.36      1.26
   ICESAT1-G          3h  11042769   2007   81.7   76.0   84.0      3   68.37  -58.96   68.12   68.58  -59.47  -58.46     90       531   -999.00   -999.00   -999.00   -999.00      0.28      0.00      1.44      0.14      1.32      0.00     11.61      0.97
   ICESAT1-G          3h  11042770   2007   92.3   84.0   99.0      4   68.80  -58.09   68.52   69.06  -58.46  -57.48    121       716   -999.00   -999.00   -999.00   -999.00      0.24      0.00      0.64      0.08      1.18      0.00      4.08      0.45
   ICESAT1-G          3h  11042771   2007   89.1   73.0   98.0      3   78.22  -17.07   77.93   78.49  -18.32  -15.79    276      1628   -999.00   -999.00   -999.00   -999.00      0.44      0.00      2.14      0.23      2.01      0.00     17.47      1.68
   ICESAT1-G          3h  11042772   2007   90.4   89.0   97.0      3   78.33  -14.47   78.10   78.60  -15.12  -13.71    124       735   -999.00   -999.00   -999.00   -999.00      0.56      0.00      2.88      0.38      3.10      0.00     24.38      3.07
   ICESAT1-G          3h  11042773   2007   90.8   88.0   97.0      3   78.46  -12.44   78.26   78.69  -14.01  -11.46     91       540   -999.00   -999.00   -999.00   -999.00      0.80      0.05      2.77      0.47      5.07      0.15     23.43      4.12
   ICESAT1-G          3h  11042774   2007   92.0   79.0  104.0      4   78.55  -10.55   78.29   78.79  -11.72   -9.25    257      1513   -999.00   -999.00   -999.00   -999.00      0.71      0.00      2.18      0.33      4.19      0.00     17.84      2.78
   ICESAT1-G          3h  11042775   2007   84.2   78.0   95.0      3   78.60   -7.88   78.36   78.86   -9.25   -6.87    130       766   -999.00   -999.00   -999.00   -999.00      0.63      0.00      2.02      0.34      3.64      0.00     16.33      2.68
   ICESAT1-G          3h  11042776   2007   87.1   77.0  102.0      3   78.67   -5.51   78.43   78.91   -6.38   -4.58    122       723   -999.00   -999.00   -999.00   -999.00      0.58      0.00      1.69      0.29      3.16      0.00     13.24      2.19
   ICESAT1-G          3h  11042777   2007   88.6   77.0  102.0      3   78.75   -3.58   78.46   78.94   -4.72   -2.42    142       836   -999.00   -999.00   -999.00   -999.00      0.47      0.01      1.43      0.25      2.19      0.03     10.79      1.85
   ICESAT1-G          3h  11042778   2007   94.9   91.0  100.0      4   77.38   26.85   77.10   77.64   26.08   27.74    152       895   -999.00   -999.00   -999.00   -999.00      0.29      0.00      0.87      0.13      1.03      0.00      5.61      0.80
   ICESAT1-G          3h  11042779   2007   86.3   76.0  100.0      3   67.00  -59.76   66.74   67.20  -60.20  -59.25    101       598   -999.00   -999.00   -999.00   -999.00      0.35      0.00      1.45      0.23      2.10      0.00     12.26      1.83
   ICESAT1-G          3h  11042780   2007   84.0   83.0   92.0      3   67.42  -58.97   67.16   67.67  -59.25  -58.29     99       587   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.82      0.12      1.13      0.00      5.82      0.76
   ICESAT1-G          3h  11042781   2007   88.3   83.0   92.0      3   67.76  -58.51   67.50   67.98  -59.11  -58.03     89       525   -999.00   -999.00   -999.00   -999.00      0.29      0.00      0.73      0.10      1.46      0.00      5.20      0.59
   ICESAT1-G          3h  11042782   2007   96.2   92.0  100.0      4   68.18  -57.74   67.89   68.45  -58.03  -57.06    120       709   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.53      0.10      1.13      0.00      3.43      0.56
   ICESAT1-G          3h  11042783   2007   97.1   92.0  100.0      4   68.52  -57.26   68.26   68.72  -57.92  -56.78     89       526   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.47      0.08      1.20      0.01      2.86      0.47
   ICESAT1-G          3h  11042784   2007   90.4   82.0   98.0      3   77.76  -16.47   77.50   78.02  -17.67  -15.38    190      1123   -999.00   -999.00   -999.00   -999.00      0.71      0.00      2.49      0.39      4.29      0.00     20.76      3.24
   ICESAT1-G          3h  11042785   2007   92.6   89.0   97.0      4   77.91  -14.44   77.62   78.14  -15.38  -13.56    135       796   -999.00   -999.00   -999.00   -999.00      0.65      0.00      2.11      0.29      3.57      0.00     17.20      2.60
   ICESAT1-G          3h  11042786   2007   90.3   88.0   96.0      3   78.01  -11.72   77.75   78.26  -12.66  -10.95    134       793   -999.00   -999.00   -999.00   -999.00      0.65      0.00      2.01      0.36      3.75      0.00     16.20      3.00
   ICESAT1-G          3h  11042787   2007   92.0   79.0  104.0      4   78.10   -9.84   77.83   78.33  -11.18   -8.85    183      1077   -999.00   -999.00   -999.00   -999.00      0.60      0.00      1.68      0.32      3.33      0.00     13.15      2.45
   ICESAT1-G          3h  11042788   2007   87.8   78.0   95.0      3   78.15   -8.11   77.91   78.41   -8.96   -6.74    152       899   -999.00   -999.00   -999.00   -999.00      0.61      0.00      2.19      0.33      3.45      0.00     17.93      2.68
   ICESAT1-G          3h  11042789   2007   83.4   78.0   94.0      3   78.25   -5.96   77.97   78.45   -6.83   -4.75    129       760   -999.00   -999.00   -999.00   -999.00      0.59      0.00      1.70      0.29      3.18      0.00     13.26      2.27
   ICESAT1-G          3h  11042790   2007   87.4   83.0   92.0      3   66.81  -58.61   66.52   67.07  -58.78  -58.42     92       542   -999.00   -999.00   -999.00   -999.00      0.24      0.02      0.65      0.10      1.25      0.08      4.17      0.56
   ICESAT1-G          3h  11042791   2007   91.4   75.0   99.0      4   67.55  -57.23   67.27   67.84  -57.53  -56.86     88       522   -999.00   -999.00   -999.00   -999.00      0.25      0.00      0.50      0.08      1.27      0.00      3.19      0.51
   ICESAT1-G          3h  11042792   2007   91.5   82.0   98.0      4   77.35  -15.85   77.07   77.59  -16.94  -14.81    237      1397   -999.00   -999.00   -999.00   -999.00      0.72      0.00      3.05      0.43      4.33      0.00     25.96      3.75
   ICESAT1-G          3h  11042793   2007   88.8   88.0   97.0      3   77.46  -13.26   77.24   77.70  -15.04  -12.85     94       557   -999.00   -999.00   -999.00   -999.00      0.64      0.00      1.83      0.35      3.60      0.00     14.50      2.89
   ICESAT1-G          3h  11042794   2007   93.4   79.0  104.0      4   77.63   -9.58   77.38   77.90  -10.84   -8.49    253      1491   -999.00   -999.00   -999.00   -999.00      0.58      0.00      2.22      0.31      3.14      0.00     18.19      2.52
   ICESAT1-G          3h  11042795   2007   83.6   78.0  103.0      3   77.68   -7.93   77.46   77.94   -8.70   -7.26    153       903   -999.00   -999.00   -999.00   -999.00      0.52      0.00      1.68      0.32      2.70      0.00     13.00      2.42
   ICESAT1-G          3h  11042796   2007   88.6   75.0   99.0      3   66.96  -57.07   66.66   67.23  -57.36  -56.41    106       629   -999.00   -999.00   -999.00   -999.00      0.24      0.00      0.59      0.10      1.21      0.00      3.34      0.53
   ICESAT1-G          3h  11042797   2007   94.3   89.0   99.0      4   76.76  -16.98   76.51   77.04  -17.50  -16.22    138       817   -999.00   -999.00   -999.00   -999.00      0.64      0.00      3.48      0.30      3.43      0.00     30.07      2.77
   ICESAT1-G          3h  11042798   2007   89.6   80.0   98.0      3   76.89  -15.23   76.64   77.16  -16.26  -14.13    197      1159   -999.00   -999.00   -999.00   -999.00      0.85      0.00      3.75      0.50      5.52      0.00     32.49      4.36
   ICESAT1-G          3h  11042799   2007   91.7   87.0   97.0      4   77.07  -11.14   76.87   77.31  -12.11  -10.17     91       541   -999.00   -999.00   -999.00   -999.00      0.56      0.00      1.74      0.34      3.05      0.00     13.66      2.64
   ICESAT1-G          3h  11042800   2007   93.9   78.0  104.0      4   77.21   -9.22   76.95   77.44  -10.44   -8.28    215      1266   -999.00   -999.00   -999.00   -999.00      0.51      0.00      1.69      0.30      2.64      0.00     13.18      2.23
   ICESAT1-G          3h  11042801   2007   86.1   78.0  104.0      3   77.23   -7.69   77.01   77.47   -8.33   -6.65    120       706   -999.00   -999.00   -999.00   -999.00      0.48      0.00      3.07      0.29      2.32      0.00     26.08      2.21
   ICESAT1-G          3h  11042802   2007   91.0   74.0   99.0      4   66.36  -56.65   66.04   66.62  -56.87  -56.18    108       636   -999.00   -999.00   -999.00   -999.00      0.20      0.00      0.38      0.07      1.07      0.00      2.28      0.35
   ICESAT1-G          3h  11042803   2007   91.0   83.0  100.0      4   76.18  -18.37   75.92   76.45  -19.48  -17.28    143       844   -999.00   -999.00   -999.00   -999.00      0.40      0.00      1.65      0.22      1.72      0.00     12.73      1.56
   ICESAT1-G          3h  11042804   2007   96.8   89.0   99.0      4   76.35  -16.85   76.08   76.57  -17.68  -16.24    118       699   -999.00   -999.00   -999.00   -999.00      0.67      0.00      2.02      0.31      3.82      0.00     16.28      2.61
   ICESAT1-G          3h  11042805   2007   90.5   80.0   98.0      3   76.48  -14.48   76.21   76.73  -15.62  -13.63    192      1132   -999.00   -999.00   -999.00   -999.00      0.68      0.00      2.37      0.39      4.06      0.00     19.55      3.25
   ICESAT1-G          3h  11042806   2007   93.4   87.0  103.0      4   76.64  -11.04   76.40   76.92  -11.92   -9.89    196      1154   -999.00   -999.00   -999.00   -999.00      0.52      0.00      1.98      0.33      2.73      0.00     15.88      2.53
   ICESAT1-G          3h  11042807   2007   88.1   78.0  103.0      3   76.76   -9.30   76.49   76.97   -9.89   -7.86    136       802   -999.00   -999.00   -999.00   -999.00      0.45      0.00      1.74      0.26      2.11      0.00     13.58      1.90
   ICESAT1-G          3h  11042808   2007   88.6   77.0  104.0      3   76.79   -7.03   76.56   77.04   -7.93   -6.01    162       955   -999.00   -999.00   -999.00   -999.00      0.67      0.00      2.64      0.34      3.79      0.00     21.98      2.89
   ICESAT1-G          3h  11042809   2007   92.0   83.0  100.0      4   75.80  -17.95   75.57   76.04  -18.90  -17.14    165       974   -999.00   -999.00   -999.00   -999.00      0.43      0.00      1.56      0.21      1.85      0.00     11.89      1.43
   ICESAT1-G          3h  11042810   2007   92.5   88.0   96.0      4   76.04  -14.42   75.75   76.26  -15.24  -13.72    121       712   -999.00   -999.00   -999.00   -999.00      0.63      0.00      2.04      0.33      3.50      0.00     16.51      2.74
   ICESAT1-G          3h  11042811   2007   89.7   81.0   98.0      3   76.12  -12.39   75.86   76.39  -13.55  -11.43    152       895   -999.00   -999.00   -999.00   -999.00      0.47      0.00      1.94      0.32      2.32      0.00     15.49      2.45
   ICESAT1-G          3h  11042812   2007   92.2   78.0  103.0      4   76.20  -10.68   75.96   76.46  -11.57   -9.71    203      1198   -999.00   -999.00   -999.00   -999.00      0.50      0.00      2.55      0.36      2.66      0.00     21.20      2.77
   ICESAT1-G          3h  11042813   2007   93.6   88.0   99.0      4   75.48  -15.53   75.22   75.69  -16.23  -14.87    127       749   -999.00   -999.00   -999.00   -999.00      0.72      0.00      2.08      0.36      4.22      0.00     16.84      3.02
   ICESAT1-G          3h  11042814   2007   95.1   81.0  103.0      4   75.68  -12.21   75.42   75.93  -12.98  -11.12    155       916   -999.00   -999.00   -999.00   -999.00      0.46      0.00      1.53      0.27      2.13      0.00     11.57      1.96
   ICESAT1-G          3h  11042815   2007   89.8   78.0  103.0      3   75.79  -10.54   75.51   76.00  -11.12   -9.77    160       945   -999.00   -999.00   -999.00   -999.00      0.47      0.00      1.51      0.23      2.08      0.00     11.44      1.75
   ICESAT1-G          3h  11042816   2007   90.4   83.0  100.0      3   74.88  -16.72   74.62   75.17  -17.81  -15.84    150       888   -999.00   -999.00   -999.00   -999.00      0.73      0.00      2.72      0.37      4.32      0.00     22.91      3.11
   ICESAT1-G          3h  11042817   2007   89.8   87.0   95.0      3   75.13  -13.08   74.88   75.38  -13.69  -12.54    124       735   -999.00   -999.00   -999.00   -999.00      0.43      0.03      1.78      0.22      1.83      0.09     13.97      1.55
   ICESAT1-G          3h  11042818   2007   97.9   78.0  103.0      4   75.27  -11.91   74.98   75.48  -12.54  -10.91    111       656   -999.00   -999.00   -999.00   -999.00      0.44      0.00      1.64      0.25      2.01      0.00     12.67      1.79
   ICESAT1-G          3h  11042819   2007   89.6   83.0  100.0      3   74.50  -16.31   74.21   74.72  -17.35  -15.66    124       735   -999.00   -999.00   -999.00   -999.00      0.69      0.00      2.20      0.36      4.02      0.00     17.83      2.97
   ICESAT1-G          3h  11042820   2007   94.6   87.0  103.0      4   74.71  -12.85   74.44   74.94  -13.89  -12.20    138       815   -999.00   -999.00   -999.00   -999.00      0.45      0.00      1.67      0.23      2.02      0.00     13.00      1.69
   ICESAT1-G          3h  11042821   2007   89.4   76.0  101.0      3   73.75  -19.18   73.50   73.98  -19.88  -17.94     93       548   -999.00   -999.00   -999.00   -999.00      0.68      0.00      2.29      0.39      3.93      0.00     18.80      3.31
   ICESAT1-G          3h  11042822   2007   93.6   88.0  100.0      4   73.90  -17.19   73.62   74.18  -17.94  -16.45    177      1045   -999.00   -999.00   -999.00   -999.00      0.58      0.00      2.31      0.35      3.17      0.00     18.97      2.85
   ICESAT1-G          3h  11042823   2007   92.5   87.0   99.0      4   74.15  -14.23   73.88   74.38  -14.76  -13.72     86       507   -999.00   -999.00   -999.00   -999.00      0.35      0.01      1.02      0.17      1.30      0.02      6.70      0.98
   ICESAT1-G          3h  11042824   2007   95.0   89.0  102.0      4   73.02  -21.35   72.77   73.28  -21.79  -20.59    110       650   -999.00   -999.00   -999.00   -999.00      0.61      0.00      2.00      0.31      3.33      0.00     16.05      2.58
   ICESAT1-G          3h  11042825   2007   88.8   76.0  101.0      3   73.32  -18.46   73.06   73.61  -19.13  -17.51    144       850   -999.00   -999.00   -999.00   -999.00      0.69      0.00      2.04      0.38      4.06      0.00     16.34      3.13
   ICESAT1-G          3h  11042826   2007   94.3   92.0  100.0      4   73.48  -17.11   73.24   73.74  -17.50  -16.42     95       561   -999.00   -999.00   -999.00   -999.00      0.52      0.00      1.95      0.29      2.54      0.00     15.54      2.25
   ICESAT1-G          3h  11042827   2007   90.5   76.0  101.0      3   72.90  -18.17   72.63   73.17  -18.73  -17.57    176      1037   -999.00   -999.00   -999.00   -999.00      0.54      0.00      2.50      0.30      2.74      0.00     20.60      2.39
   ICESAT1-G          3h  11042828   2007   92.6   76.0  101.0      4   72.48  -18.04   72.19   72.67  -18.34  -17.57     89       524   -999.00   -999.00   -999.00   -999.00      0.56      0.03      1.58      0.28      2.80      0.08     12.15      2.28
   ICESAT1-G          3i  11050000   2007  304.0  302.0  306.0     10   73.84  146.75   73.50   74.09  146.25  147.18     97       576   -999.00   -999.00   -999.00   -999.00      0.14      0.00      0.32      0.06      0.40      0.00      1.62      0.28
   ICESAT1-G          3i  11050001   2007  294.3  282.0  307.0     10   73.59 -142.90   73.32   73.89 -143.88 -141.85    131       771   -999.00   -999.00   -999.00   -999.00      0.32      0.00      1.03      0.17      2.09      0.00      8.62      1.54
   ICESAT1-G          3i  11050002   2007  282.8  281.0  285.0     10   73.45 -139.65   73.15   73.72 -140.06 -139.24    107       630   -999.00   -999.00   -999.00   -999.00      0.25      0.00      1.11      0.16      1.64      0.00      9.69      1.50
   ICESAT1-G          3i  11050003   2007  292.3  282.0  307.0     10   74.26 -143.30   74.00   74.55 -143.94 -142.40    118       696   -999.00   -999.00   -999.00   -999.00      0.28      0.00      0.96      0.14      1.65      0.00      8.14      1.19
