      Source    Campaign     Index   Year   Yday MinDay MaxDay  Month     Lat     Lon  MinLat  MaxLat  MinLon  MaxLon Length    Nsamps  Avg_none  Min_none  Max_none   SD_none Avg_frbrd Min_frbrd Max_frbrd  SD_frbrd Avg_thkns Min_thkns Max_thkns  SD_thkns
   ICESAT1-G          3e  11011152   2006   69.4   55.0   84.0      3   80.67 -164.24   80.40   80.94 -165.86 -162.48    432      2547   -999.00   -999.00   -999.00   -999.00      0.33      0.00      1.43      0.16      1.65      0.00     11.45      1.08
   ICESAT1-G          3e  11011153   2006   71.9   60.0   85.0      3   80.78 -166.93   80.55   81.03 -168.52 -165.32    312      1839   -999.00   -999.00   -999.00   -999.00      0.34      0.00      1.09      0.15      1.70      0.00      8.34      1.07
   ICESAT1-G          3e  11011154   2006   69.5   57.0   82.0      3   80.87 -169.91   80.64   81.12 -171.42 -168.29    274      1616   -999.00   -999.00   -999.00   -999.00      0.33      0.00      1.31      0.16      1.66      0.00     10.32      1.09
   ICESAT1-G          3e  11011155   2006   67.8   54.0   83.0      3   80.94 -172.67   80.69   81.19 -174.25 -171.04    377      2220   -999.00   -999.00   -999.00   -999.00      0.34      0.00      1.18      0.17      1.74      0.00      9.08      1.18
   ICESAT1-G          3e  11011156   2006   71.1   58.0   84.0      3   80.98 -175.42   80.74   81.23 -177.08 -174.05    270      1589   -999.00   -999.00   -999.00   -999.00      0.32      0.00      1.36      0.15      1.60      0.00     10.84      1.01
   ICESAT1-G          3e  11011157   2006   68.4   56.0   84.0      3   81.04 -178.70   80.78   81.25 -180.00 -177.04    310      1825   -999.00   -999.00   -999.00   -999.00      0.33      0.00      2.09      0.17      1.72      0.00     17.73      1.23
   ICESAT1-G          3e  11011158   2006   69.5   57.0   86.0      3   81.00  178.47   80.78   81.25  177.03  180.00    371      2187   -999.00   -999.00   -999.00   -999.00      0.31      0.00      1.52      0.16      1.54      0.00     12.40      1.06
   ICESAT1-G          3e  11011159   2006   71.3   54.0   86.0      3   81.00  175.56   80.75   81.23  174.04  177.11    309      1822   -999.00   -999.00   -999.00   -999.00      0.25      0.00      1.16      0.13      1.21      0.00      8.87      0.81
   ICESAT1-G          3e  11011160   2006   69.4   54.0   84.0      3   80.95  172.72   80.70   81.20  171.07  174.23    317      1868   -999.00   -999.00   -999.00   -999.00      0.22      0.00      1.68      0.13      1.08      0.00     13.88      0.75
   ICESAT1-G          3e  11011161   2006   70.4   56.0   85.0      3   80.87  169.64   80.62   81.13  168.15  171.42    322      1898   -999.00   -999.00   -999.00   -999.00      0.21      0.00      1.29      0.12      1.03      0.00     10.18      0.72
   ICESAT1-G          3e  11011162   2006   70.3   56.0   86.0      3   80.79  167.03   80.52   81.04  165.42  168.52    358      2106   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.95      0.11      1.01      0.00      7.02      0.64
   ICESAT1-G          3e  11011163   2006   71.3   57.0   86.0      3   80.67  164.23   80.40   80.94  162.51  165.88    346      2036   -999.00   -999.00   -999.00   -999.00      0.21      0.00      1.03      0.12      1.04      0.00      7.82      0.69
   ICESAT1-G          3e  11011164   2006   70.1   59.0   84.0      3   80.52  161.55   80.25   80.80  160.00  163.28    270      1590   -999.00   -999.00   -999.00   -999.00      0.20      0.00      0.88      0.11      1.00      0.00      6.43      0.64
   ICESAT1-G          3e  11011165   2006   71.2   55.0   85.0      3   80.37  159.00   80.08   80.66  157.44  160.58    348      2050   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.93      0.11      1.10      0.00      6.91      0.63
   ICESAT1-G          3e  11011166   2006   71.9   55.0   86.0      3   80.19  156.40   79.91   80.50  154.68  158.06    339      1995   -999.00   -999.00   -999.00   -999.00      0.22      0.00      1.22      0.12      1.09      0.00      9.72      0.72
   ICESAT1-G          3e  11011167   2006   68.6   56.0   81.0      3   80.02  153.91   79.74   80.29  152.62  155.14    306      1802   -999.00   -999.00   -999.00   -999.00      0.22      0.00      1.13      0.12      1.13      0.00      8.82      0.73
   ICESAT1-G          3e  11011168   2006   67.9   54.0   81.0      3   79.80  151.78   79.52   80.10  150.38  153.32    335      1972   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.79      0.12      1.15      0.00      5.64      0.72
   ICESAT1-G          3e  11011169   2006   67.6   57.0   80.0      3   79.55  149.42   79.27   79.83  147.92  150.85    224      1321   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.84      0.12      1.19      0.00      6.15      0.73
   ICESAT1-G          3e  11011170   2006   70.0   58.0   83.0      3   79.37  146.97   79.09   79.60  145.77  147.99    184      1085   -999.00   -999.00   -999.00   -999.00      0.23      0.00      1.11      0.13      1.22      0.00      8.74      0.80
   ICESAT1-G          3e  11011171   2006   70.9   57.0   83.0      3   79.08  145.34   78.77   79.35  143.83  146.76    346      2036   -999.00   -999.00   -999.00   -999.00      0.23      0.00      1.04      0.11      1.19      0.00      8.03      0.70
   ICESAT1-G          3e  11011172   2006   69.6   58.0   84.0      3   78.82  143.36   78.54   79.12  141.92  144.85    300      1766   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.92      0.14      1.24      0.00      6.94      0.86
   ICESAT1-G          3e  11011173   2006   70.1   59.0   84.0      3   78.52  141.40   78.22   78.81  140.28  142.80    283      1667   -999.00   -999.00   -999.00   -999.00      0.23      0.00      1.18      0.13      1.26      0.00      9.41      0.84
   ICESAT1-G          3e  11011174   2006   73.3   59.0   84.0      3   78.23  139.87   77.96   78.53  138.40  141.32    230      1353   -999.00   -999.00   -999.00   -999.00      0.26      0.00      1.02      0.14      1.44      0.00      7.93      0.93
   ICESAT1-G          3e  11011175   2006   73.9   60.0   85.0      3   77.98  138.06   77.68   78.25  136.89  139.51    246      1448   -999.00   -999.00   -999.00   -999.00      0.32      0.00      1.61      0.17      1.83      0.00     13.59      1.30
   ICESAT1-G          3e  11011176   2006   76.3   60.0   86.0      3   77.63  136.62   77.34   77.91  135.32  137.69    199      1174   -999.00   -999.00   -999.00   -999.00      0.31      0.00      1.66      0.18      1.82      0.00     13.99      1.37
   ICESAT1-G          3e  11011177   2006   67.4   61.0   85.0      3   77.31  134.85   77.05   77.50  133.83  136.36     95       562   -999.00   -999.00   -999.00   -999.00      0.36      0.00      1.63      0.18      2.14      0.00     13.71      1.47
   ICESAT1-G          3e  11011178   2006   71.5   53.0   86.0      3   77.01  133.36   76.73   77.27  132.59  134.90    209      1231   -999.00   -999.00   -999.00   -999.00      0.31      0.00      1.38      0.17      1.82      0.00     11.37      1.29
   ICESAT1-G          3e  11011179   2006   68.1   55.0   86.0      3   76.64  132.31   76.39   76.95  131.05  133.32    222      1308   -999.00   -999.00   -999.00   -999.00      0.29      0.00      1.06      0.16      1.70      0.00      8.41      1.15
   ICESAT1-G          3e  11011180   2006   72.4   55.0   86.0      3   76.34  130.90   76.04   76.62  129.90  132.14    179      1054   -999.00   -999.00   -999.00   -999.00      0.29      0.00      1.31      0.15      1.69      0.00     10.81      1.08
   ICESAT1-G          3e  11011181   2006   63.1   56.0   81.0      3   75.99  129.69   75.71   76.26  128.37  130.58    181      1070   -999.00   -999.00   -999.00   -999.00      0.31      0.00      1.30      0.17      1.86      0.00     10.75      1.27
   ICESAT1-G          3e  11011182   2006   68.4   62.0   81.0      3   75.62  128.67   75.37   75.94  127.80  129.61    178      1052   -999.00   -999.00   -999.00   -999.00      0.29      0.00      1.25      0.16      1.76      0.00     10.23      1.23
   ICESAT1-G          3e  11011183   2006   68.8   54.0   82.0      3   75.22  127.54   74.97   75.57  126.29  128.44    149       880   -999.00   -999.00   -999.00   -999.00      0.29      0.00      1.09      0.16      1.78      0.00      8.80      1.22
   ICESAT1-G          3e  11011184   2006   64.7   54.0   82.0      3   74.89  126.50   74.63   75.17  125.16  127.49    133       784   -999.00   -999.00   -999.00   -999.00      0.25      0.00      1.18      0.16      1.53      0.00      9.74      1.17
   ICESAT1-G          3e  11011185   2006   67.4   58.0   83.0      3   74.54  125.31   74.27   74.84  124.34  126.34    129       764   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.90      0.14      1.36      0.00      7.21      0.97
   ICESAT1-G          3e  11011186   2006   66.1   55.0   84.0      3   73.82  123.29   73.60   74.04  122.73  124.14    125       741   -999.00   -999.00   -999.00   -999.00      0.27      0.00      1.01      0.20      1.71      0.00      8.00      1.49
   ICESAT1-G          3e  11011187   2006   70.1   55.0   80.0      3   73.43  122.32   73.17   73.65  121.84  122.73    140       828   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.66      0.09      1.08      0.02      4.80      0.58
   ICESAT1-G          3e  11011188   2006   68.3   61.0   77.0      3   75.20 -125.27   74.91   75.47 -126.00 -124.38    115       682   -999.00   -999.00   -999.00   -999.00      0.48      0.00      1.66      0.26      2.72      0.00     13.53      2.02
   ICESAT1-G          3e  11011189   2006   68.8   53.0   86.0      3   75.53 -126.05   75.25   75.82 -127.20 -125.05    258      1520   -999.00   -999.00   -999.00   -999.00      0.60      0.00      1.99      0.30      3.68      0.00     16.59      2.54
   ICESAT1-G          3e  11011190   2006   71.4   53.0   86.0      3   75.88 -127.03   75.59   76.17 -128.36 -125.91    181      1069   -999.00   -999.00   -999.00   -999.00      0.61      0.00      2.01      0.30      3.81      0.00     16.78      2.55
   ICESAT1-G          3e  11011191   2006   75.0   60.0   86.0      3   76.26 -128.19   75.94   76.57 -129.48 -127.11    272      1605   -999.00   -999.00   -999.00   -999.00      0.60      0.00      1.83      0.27      3.69      0.00     15.11      2.31
   ICESAT1-G          3e  11011192   2006   72.6   61.0   86.0      3   76.62 -129.44   76.31   76.89 -130.75 -128.22    212      1250   -999.00   -999.00   -999.00   -999.00      0.53      0.00      1.95      0.28      3.14      0.00     16.19      2.25
   ICESAT1-G          3e  11011193   2006   72.5   54.0   86.0      3   76.95 -130.67   76.65   77.26 -132.06 -129.51    279      1647   -999.00   -999.00   -999.00   -999.00      0.51      0.00      1.84      0.22      2.90      0.00     15.22      1.80
   ICESAT1-G          3e  11011194   2006   63.4   54.0   79.0      3   77.30 -132.11   77.00   77.59 -133.19 -130.66    286      1684   -999.00   -999.00   -999.00   -999.00      0.49      0.00      1.53      0.22      2.73      0.00     12.26      1.79
   ICESAT1-G          3e  11011195   2006   68.1   54.0   79.0      3   77.62 -133.44   77.32   77.94 -134.72 -132.19    280      1649   -999.00   -999.00   -999.00   -999.00      0.50      0.00      1.57      0.22      2.81      0.00     12.67      1.80
   ICESAT1-G          3e  11011196   2006   69.0   54.0   80.0      3   77.99 -134.89   77.71   78.26 -136.28 -133.58    271      1599   -999.00   -999.00   -999.00   -999.00      0.44      0.00      1.47      0.19      2.31      0.00     11.69      1.49
   ICESAT1-G          3e  11011197   2006   65.6   56.0   81.0      3   78.29 -136.73   77.96   78.60 -137.86 -135.40    264      1557   -999.00   -999.00   -999.00   -999.00      0.42      0.00      1.25      0.18      2.11      0.00      9.63      1.38
   ICESAT1-G          3e  11011198   2006   69.8   56.0   81.0      3   78.59 -138.15   78.32   78.91 -139.66 -136.87    267      1573   -999.00   -999.00   -999.00   -999.00      0.45      0.00      1.27      0.18      2.36      0.00      9.85      1.50
   ICESAT1-G          3e  11011199   2006   71.1   56.0   82.0      3   78.90 -139.94   78.60   79.19 -141.37 -138.38    275      1621   -999.00   -999.00   -999.00   -999.00      0.44      0.00      1.49      0.18      2.26      0.00     11.90      1.46
   ICESAT1-G          3e  11011200   2006   70.5   57.0   83.0      3   79.19 -142.06   78.86   79.47 -143.49 -140.31    197      1162   -999.00   -999.00   -999.00   -999.00      0.40      0.00      1.59      0.18      2.01      0.00     12.87      1.40
   ICESAT1-G          3e  11011201   2006   72.1   57.0   84.0      3   79.45 -143.70   79.20   79.71 -145.42 -142.43    208      1227   -999.00   -999.00   -999.00   -999.00      0.41      0.00      1.36      0.18      2.07      0.00     10.62      1.35
   ICESAT1-G          3e  11011202   2006   68.9   58.0   85.0      3   79.70 -145.84   79.42   80.00 -146.94 -144.73    292      1722   -999.00   -999.00   -999.00   -999.00      0.41      0.00      1.38      0.16      2.07      0.00     10.97      1.23
   ICESAT1-G          3e  11011203   2006   71.8   58.0   86.0      3   79.98 -148.21   79.69   80.23 -149.72 -146.64    298      1753   -999.00   -999.00   -999.00   -999.00      0.35      0.00      1.35      0.16      1.66      0.00     10.63      1.11
   ICESAT1-G          3e  11011204   2006   66.5   54.0   79.0      3   80.22 -150.54   79.93   80.51 -152.16 -148.62    332      1957   -999.00   -999.00   -999.00   -999.00      0.36      0.00      1.31      0.15      1.78      0.00     10.30      1.11
   ICESAT1-G          3e  11011205   2006   68.5   55.0   84.0      3   80.42 -153.01   80.14   80.69 -154.44 -151.02    367      2164   -999.00   -999.00   -999.00   -999.00      0.38      0.00      1.33      0.17      1.88      0.00     10.45      1.22
   ICESAT1-G          3e  11011206   2006   71.0   56.0   84.0      3   80.64 -155.35   80.35   80.90 -157.04 -153.64    289      1702   -999.00   -999.00   -999.00   -999.00      0.38      0.00      1.25      0.18      1.95      0.00      9.69      1.28
   ICESAT1-G          3e  11011207   2006   71.4   57.0   86.0      3   80.81 -158.09   80.53   81.10 -159.67 -156.67    243      1432   -999.00   -999.00   -999.00   -999.00      0.37      0.00      1.47      0.16      1.85      0.00     11.73      1.20
   ICESAT1-G          3e  11011208   2006   68.8   54.0   86.0      3   80.97 -160.90   80.71   81.25 -162.45 -158.75    357      2105   -999.00   -999.00   -999.00   -999.00      0.36      0.00      1.38      0.16      1.82      0.00     10.96      1.18
   ICESAT1-G          3e  11011209   2006   68.8   54.0   84.0      3   81.11 -163.42   80.82   81.39 -165.13 -161.81    409      2411   -999.00   -999.00   -999.00   -999.00      0.33      0.00      1.27      0.16      1.64      0.00      9.93      1.08
   ICESAT1-G          3e  11011210   2006   69.2   55.0   85.0      3   81.23 -166.21   80.96   81.50 -167.92 -164.59    398      2347   -999.00   -999.00   -999.00   -999.00      0.33      0.00      1.76      0.15      1.62      0.00     14.47      1.05
   ICESAT1-G          3e  11011211   2006   69.0   56.0   81.0      3   81.35 -169.24   81.07   81.58 -171.03 -167.60    342      2016   -999.00   -999.00   -999.00   -999.00      0.33      0.00      1.14      0.15      1.65      0.00      8.74      1.04
   ICESAT1-G          3e  11011212   2006   68.2   54.0   82.0      3   81.38 -172.37   81.15   81.65 -173.81 -170.55    343      2020   -999.00   -999.00   -999.00   -999.00      0.34      0.00      1.28      0.17      1.72      0.00     10.08      1.16
   ICESAT1-G          3e  11011213   2006   70.7   58.0   83.0      3   81.46 -175.72   81.21   81.69 -176.96 -173.68    213      1256   -999.00   -999.00   -999.00   -999.00      0.33      0.00      1.13      0.16      1.66      0.00      8.70      1.10
   ICESAT1-G          3e  11011214   2006   71.4   56.0   84.0      3   81.48 -178.35   81.24   81.71 -180.00 -176.83    343      2019   -999.00   -999.00   -999.00   -999.00      0.34      0.00      1.32      0.17      1.72      0.00     10.45      1.18
   ICESAT1-G          3e  11011215   2006   70.8   57.0   85.0      3   81.47  178.41   81.24   81.70  176.85  180.00    374      2203   -999.00   -999.00   -999.00   -999.00      0.29      0.00      1.64      0.16      1.46      0.00     13.45      1.13
   ICESAT1-G          3e  11011216   2006   72.6   58.0   86.0      3   81.44  175.47   81.21   81.69  173.74  176.97    351      2065   -999.00   -999.00   -999.00   -999.00      0.25      0.00      1.30      0.13      1.17      0.00     10.31      0.78
   ICESAT1-G          3e  11011217   2006   67.9   54.0   85.0      3   81.40  172.14   81.14   81.64  170.62  173.95    302      1778   -999.00   -999.00   -999.00   -999.00      0.21      0.00      1.02      0.11      1.00      0.00      7.70      0.62
   ICESAT1-G          3e  11011218   2006   71.8   60.0   86.0      3   81.32  169.28   81.06   81.58  167.52  171.01    388      2287   -999.00   -999.00   -999.00   -999.00      0.21      0.00      1.01      0.11      1.03      0.00      7.62      0.66
   ICESAT1-G          3e  11011219   2006   70.9   56.0   86.0      3   81.23  166.42   80.97   81.49  164.60  167.90    375      2210   -999.00   -999.00   -999.00   -999.00      0.21      0.00      1.15      0.12      1.02      0.00      8.91      0.75
   ICESAT1-G          3e  11011220   2006   69.0   57.0   82.0      3   81.11  163.56   80.83   81.39  161.84  165.15    304      1790   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.99      0.11      1.04      0.00      7.44      0.63
   ICESAT1-G          3e  11011221   2006   69.2   55.0   83.0      3   80.98  160.73   80.69   81.25  158.97  162.39    332      1956   -999.00   -999.00   -999.00   -999.00      0.23      0.00      1.25      0.12      1.12      0.00      9.88      0.70
   ICESAT1-G          3e  11011222   2006   70.5   56.0   84.0      3   80.81  157.89   80.53   81.10  156.29  159.69    294      1731   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.90      0.11      1.15      0.00      6.62      0.62
   ICESAT1-G          3e  11011223   2006   72.3   56.0   86.0      3   80.61  155.23   80.32   80.91  153.48  157.09    410      2416   -999.00   -999.00   -999.00   -999.00      0.23      0.00      1.03      0.11      1.13      0.00      7.88      0.68
   ICESAT1-G          3e  11011224   2006   67.6   57.0   81.0      3   80.41  152.90   80.13   80.69  151.57  154.47    293      1727   -999.00   -999.00   -999.00   -999.00      0.22      0.00      1.25      0.12      1.11      0.00      9.97      0.71
   ICESAT1-G          3e  11011225   2006   67.7   57.0   79.0      3   80.21  150.40   79.94   80.48  148.74  152.18    220      1296   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.88      0.12      1.16      0.00      6.44      0.69
   ICESAT1-G          3e  11011226   2006   70.6   58.0   83.0      3   79.98  148.06   79.69   80.25  146.66  149.32    308      1814   -999.00   -999.00   -999.00   -999.00      0.23      0.00      1.00      0.12      1.20      0.00      7.66      0.76
   ICESAT1-G          3e  11011227   2006   71.6   58.0   83.0      3   79.72  145.94   79.42   80.00  144.46  147.44    265      1559   -999.00   -999.00   -999.00   -999.00      0.24      0.00      0.96      0.12      1.27      0.00      7.24      0.76
   ICESAT1-G          3e  11011228   2006   70.8   57.0   84.0      3   79.47  143.88   79.20   79.77  142.46  145.45    360      2119   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.88      0.12      1.18      0.00      6.57      0.70
   ICESAT1-G          3e  11011229   2006   72.7   58.0   84.0      3   79.18  142.18   78.93   79.47  140.33  143.51    233      1374   -999.00   -999.00   -999.00   -999.00      0.26      0.00      1.08      0.12      1.38      0.00      8.43      0.81
   ICESAT1-G          3e  11011230   2006   71.6   59.0   85.0      3   78.91  139.96   78.63   79.18  138.41  141.39    276      1627   -999.00   -999.00   -999.00   -999.00      0.28      0.00      1.14      0.14      1.50      0.00      8.99      0.95
   ICESAT1-G          3e  11011231   2006   73.0   60.0   85.0      3   78.59  138.26   78.31   78.91  136.90  139.67    311      1835   -999.00   -999.00   -999.00   -999.00      0.30      0.00      1.14      0.14      1.65      0.00      9.10      0.96
   ICESAT1-G          3e  11011232   2006   71.4   61.0   86.0      3   78.31  136.57   78.03   78.60  135.05  138.08    234      1379   -999.00   -999.00   -999.00   -999.00      0.30      0.00      0.94      0.13      1.68      0.00      7.15      0.93
   ICESAT1-G          3e  11011233   2006   75.5   61.0   86.0      3   77.99  134.92   77.71   78.28  133.62  136.30    263      1548   -999.00   -999.00   -999.00   -999.00      0.31      0.00      1.37      0.16      1.79      0.00     11.24      1.20
   ICESAT1-G          3e  11011234   2006   70.4   53.0   86.0      3   77.64  133.64   77.34   77.94  132.38  134.60    219      1290   -999.00   -999.00   -999.00   -999.00      0.32      0.00      1.42      0.18      1.87      0.00     11.72      1.37
   ICESAT1-G          3e  11011235   2006   67.4   53.0   86.0      3   77.31  132.07   77.03   77.58  130.68  133.43    209      1232   -999.00   -999.00   -999.00   -999.00      0.32      0.00      1.61      0.17      1.85      0.00     13.53      1.33
   ICESAT1-G          3e  11011236   2006   66.2   54.0   80.0      3   76.97  130.82   76.65   77.26  129.62  132.01    229      1350   -999.00   -999.00   -999.00   -999.00      0.32      0.00      1.28      0.16      1.89      0.00     10.51      1.22
   ICESAT1-G          3e  11011237   2006   64.5   54.0   81.0      3   76.61  129.36   76.30   76.90  128.23  130.79    260      1535   -999.00   -999.00   -999.00   -999.00      0.30      0.00      1.38      0.15      1.72      0.00     11.37      1.14
   ICESAT1-G          3e  11011238   2006   68.3   54.0   81.0      3   76.25  128.14   75.94   76.51  127.10  129.51    217      1280   -999.00   -999.00   -999.00   -999.00      0.30      0.00      1.23      0.17      1.81      0.00      9.93      1.23
   ICESAT1-G          3e  11011239   2006   68.5   54.0   82.0      3   75.90  126.96   75.59   76.16  125.94  128.24    218      1286   -999.00   -999.00   -999.00   -999.00      0.28      0.00      1.21      0.16      1.70      0.00      9.88      1.23
   ICESAT1-G          3e  11011240   2006   70.8   55.0   82.0      3   75.55  125.97   75.26   75.82  124.72  127.23    199      1173   -999.00   -999.00   -999.00   -999.00      0.31      0.00      1.34      0.16      1.85      0.00     11.09      1.16
   ICESAT1-G          3e  11011241   2006   65.0   55.0   83.0      3   75.15  124.92   74.86   75.44  124.15  125.73    190      1123   -999.00   -999.00   -999.00   -999.00      0.25      0.00      1.17      0.15      1.49      0.00      9.47      1.02
   ICESAT1-G          3e  11011242   2006   72.8   63.0   83.0      3   74.77  124.04   74.62   74.96  123.05  124.84     90       531   -999.00   -999.00   -999.00   -999.00      0.16      0.00      0.72      0.10      0.94      0.00      5.42      0.61
   ICESAT1-G          3e  11011243   2006   71.9   59.0   84.0      3   74.40  122.80   74.14   74.64  122.06  123.67    168       991   -999.00   -999.00   -999.00   -999.00      0.22      0.01      1.23      0.13      1.30      0.05     10.08      0.86
   ICESAT1-G          3e  11011244   2006   76.7   59.0   84.0      3   74.03  122.20   73.73   74.30  121.58  123.11    194      1145   -999.00   -999.00   -999.00   -999.00      0.20      0.00      0.99      0.11      1.21      0.00      8.10      0.79
   ICESAT1-G          3e  11011245   2006   68.4   60.0   80.0      3   73.66  121.16   73.39   73.90  120.47  122.27    128       758   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.75      0.11      1.09      0.00      5.64      0.69
   ICESAT1-G          3e  11011246   2006   69.8   57.0   82.0      3   74.72 -121.54   74.53   74.96 -122.51 -120.67    162       953   -999.00   -999.00   -999.00   -999.00      0.41      0.00      2.05      0.23      2.15      0.00     17.20      1.74
   ICESAT1-G          3e  11011247   2006   69.8   60.0   85.0      3   75.03 -122.45   74.76   75.32 -123.48 -121.29    170      1001   -999.00   -999.00   -999.00   -999.00      0.43      0.00      1.55      0.21      2.21      0.00     12.40      1.61
   ICESAT1-G          3e  11011248   2006   72.4   60.0   85.0      3   75.41 -123.38   75.14   75.67 -124.68 -122.37    116       687   -999.00   -999.00   -999.00   -999.00      0.45      0.00      1.55      0.24      2.44      0.00     12.42      1.91
   ICESAT1-G          3e  11011249   2006   72.6   59.0   85.0      3   75.81 -124.60   75.48   76.07 -125.61 -123.58    193      1138   -999.00   -999.00   -999.00   -999.00      0.58      0.05      2.49      0.34      3.63      0.21     21.37      2.90
   ICESAT1-G          3e  11011250   2006   76.0   59.0   85.0      3   76.17 -125.46   75.90   76.46 -126.51 -124.35    231      1361   -999.00   -999.00   -999.00   -999.00      0.66      0.00      1.91      0.30      4.26      0.00     15.87      2.61
   ICESAT1-G          3e  11011251   2006   69.5   60.0   85.0      3   76.56 -126.82   76.28   76.85 -128.02 -125.87    148       873   -999.00   -999.00   -999.00   -999.00      0.61      0.00      1.50      0.27      3.80      0.00     11.93      2.30
   ICESAT1-G          3e  11011252   2006   72.7   60.0   86.0      3   76.88 -127.84   76.59   77.19 -129.15 -126.51    237      1397   -999.00   -999.00   -999.00   -999.00      0.61      0.00      2.18      0.27      3.79      0.00     18.38      2.29
   ICESAT1-G          3e  11011253   2006   74.2   61.0   86.0      3   77.25 -129.18   76.99   77.54 -130.22 -127.84    245      1446   -999.00   -999.00   -999.00   -999.00      0.58      0.00      1.64      0.25      3.43      0.00     13.30      2.14
   ICESAT1-G          3e  11011254   2006   74.4   53.0   86.0      3   77.63 -130.44   77.30   77.92 -131.79 -129.19    315      1856   -999.00   -999.00   -999.00   -999.00      0.54      0.00      1.60      0.24      3.13      0.00     12.94      2.03
   ICESAT1-G          3e  11011255   2006   67.0   53.0   86.0      3   77.96 -131.84   77.70   78.26 -132.99 -130.38    304      1791   -999.00   -999.00   -999.00   -999.00      0.52      0.00      1.80      0.22      2.95      0.00     14.83      1.80
   ICESAT1-G          3e  11011256   2006   63.1   54.0   80.0      3   78.30 -133.63   78.03   78.56 -134.85 -131.88    262      1544   -999.00   -999.00   -999.00   -999.00      0.50      0.00      1.73      0.21      2.81      0.00     14.20      1.79
   ICESAT1-G          3e  11011257   2006   68.6   54.0   80.0      3   78.60 -134.86   78.33   78.87 -136.59 -133.58    282      1662   -999.00   -999.00   -999.00   -999.00      0.48      0.00      1.48      0.20      2.61      0.00     11.85      1.65
   ICESAT1-G          3e  11011258   2006   69.8   54.0   81.0      3   78.93 -136.54   78.63   79.25 -137.67 -135.35    310      1827   -999.00   -999.00   -999.00   -999.00      0.45      0.00      1.71      0.20      2.41      0.00     14.03      1.57
   ICESAT1-G          3e  11011259   2006   68.3   56.0   82.0      3   79.24 -138.65   78.92   79.49 -139.77 -137.28    283      1665   -999.00   -999.00   -999.00   -999.00      0.47      0.00      1.40      0.20      2.52      0.00     11.10      1.59
   ICESAT1-G          3e  11011260   2006   70.8   56.0   83.0      3   79.55 -140.29   79.24   79.86 -141.91 -138.72    294      1735   -999.00   -999.00   -999.00   -999.00      0.48      0.00      1.42      0.18      2.58      0.00     11.32      1.50
   ICESAT1-G          3e  11011261   2006   72.7   56.0   84.0      3   79.84 -142.28   79.56   80.14 -143.93 -140.54    259      1529   -999.00   -999.00   -999.00   -999.00      0.43      0.00      1.76      0.18      2.25      0.00     14.48      1.44
   ICESAT1-G          3e  11011262   2006   69.9   57.0   85.0      3   80.12 -144.62   79.84   80.40 -146.16 -142.61    270      1590   -999.00   -999.00   -999.00   -999.00      0.44      0.00      1.44      0.18      2.33      0.00     11.45      1.44
   ICESAT1-G          3e  11011263   2006   70.1   57.0   86.0      3   80.36 -146.90   80.08   80.64 -148.27 -144.89    296      1743   -999.00   -999.00   -999.00   -999.00      0.40      0.00      1.31      0.17      2.02      0.00     10.31      1.31
   ICESAT1-G          3e  11011264   2006   66.9   54.0   82.0      3   80.60 -148.94   80.29   80.89 -150.91 -147.42    343      2020   -999.00   -999.00   -999.00   -999.00      0.40      0.00      1.30      0.17      2.05      0.00     10.19      1.28
   ICESAT1-G          3e  11011265   2006   67.7   55.0   83.0      3   80.82 -151.60   80.54   81.12 -153.24 -149.66    356      2098   -999.00   -999.00   -999.00   -999.00      0.40      0.00      1.34      0.18      2.07      0.00     10.49      1.32
   ICESAT1-G          3e  11011266   2006   71.0   56.0   84.0      3   81.04 -154.19   80.77   81.31 -155.92 -152.17    339      1998   -999.00   -999.00   -999.00   -999.00      0.38      0.00      1.17      0.16      1.91      0.00      8.95      1.17
   ICESAT1-G          3e  11011267   2006   72.7   57.0   84.0      3   81.24 -156.83   80.97   81.49 -158.40 -154.92    243      1433   -999.00   -999.00   -999.00   -999.00      0.38      0.00      1.05      0.16      1.90      0.00      7.91      1.20
   ICESAT1-G          3e  11011268   2006   71.3   58.0   86.0      3   81.41 -159.59   81.10   81.68 -161.51 -157.72    414      2436   -999.00   -999.00   -999.00   -999.00      0.39      0.00      1.58      0.18      2.03      0.00     12.81      1.33
   ICESAT1-G          3e  11011269   2006   68.9   54.0   86.0      3   81.55 -162.56   81.27   81.83 -164.32 -160.68    395      2324   -999.00   -999.00   -999.00   -999.00      0.35      0.00      1.20      0.16      1.75      0.00      9.30      1.12
   ICESAT1-G          3e  11011270   2006   68.0   54.0   85.0      3   81.67 -165.55   81.41   81.93 -167.43 -163.81    414      2441   -999.00   -999.00   -999.00   -999.00      0.34      0.00      1.07      0.15      1.64      0.00      8.09      1.01
